Candidate Number,Forvus index number,Surname,Forename,Gender,Date of birth,AGE,Pupil Inclusion Status Flag,Pupil included in progress 8 calculations,DfE Establishment Number,School URN,UPN,SEN,Has the pupil been eligible for FSM in the last 6 years?,Is the pupil looked after?,Has the pupil been adopted from care?,Is the pupil disadvantaged?,EAL Group,KS2 Prior Band,Student's ethnicity,Deprivation indicator - IDACI score,Did the pupil join within the last 2 yrs?,English Bacc?,English & maths GCSEs A*-C?,Entries,GCSE Entries,Entry English EBacc,Entry Maths EBacc,Entry Science EBacc,Entry Humanities EBacc,Entry Language EBacc,Entry ALL EBacc,Achieved English EBacc,Achieved Maths EBacc,Achieved Science EBacc,Achieved Humanities EBacc,Achieved Language EBacc,Entry triple science,Entry multiple languages,KS2 English level (finely graded),KS2 Mathematics level (finely graded),KS2 English TA level,KS2 Mathematics TA level,KS2 English PS,KS2 Maths PS,Prior attainment score in English and mathematics,Score achieved in English,Score achieved in mathematics,Score achieved in 1st EBacc slot,Score achieved in 2nd EBacc slot,Score achieved in 3rd EBacc slot,Score achieved in 1st open slot,Score achieved in 2nd open slot,Score achieved in 3rd open slot,Attainment 8 score,EBacc slots filled,Open slots filled,Pupil progress 8 score,Progress 8 score for English,Progress 8 score for mathematics,Score achieved in Ebacc slots,Progress 8 score for Ebacc slots,Score achieved in open slots,Progress 8 score for open slots,Total score achieved in open slots - GCSEs only,Total score achieved in open slots - non-GCSEs only,Entered all three core science pathway subjects,Science EBacc PS (VA),Humanities EBacc PS (VA),Language EBacc PS (VA),KS2-4 predicted PS for 'EBacc Science' VA,'EBacc Science' VA score,KS2-4 predicted PS for 'EBacc Humanities' VA,'EBacc Humanities' VA score,KS2-4 predicted PS for 'EBacc Language' VA,'EBacc Language' VA score,Pupil level Maths pathway flag,Pupil level English pathway flag,Pupil level Science pathway flag,Maths exclude previous school,English exclude previous school,Science exclude previous school
,,,,M,,15,401,0,651533601,,e19e6762-61cf-41a3-8c66-ba1928797a1e,N,0,0,0,0,2,4,WBRI,0,0,Y,,13,10,1,1,1,,1,1,1,1,1,,1,1,,,,4,3,8,12,,16,15,8,7,7,8,7,7,80,3,2,,,,23,,23,,12,7,,7,4,6,5,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,0,760532559,,f560f0fc-7f2b-434d-a0c7-442cc0c76d0d,N,0,0,0,0,1,3,APKN,0,0,,,7,7,1,1,1,1,,,1,,,1,1,,,,4.44,4,6,15,13,,11,7,3,4,1,6,4,3,42,2,3,,,,7,,15,,5,7,,2,2,1,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,603773430,,b13efb02-1e23-46d6-8211-5366f048b010,N,1,0,0,1,1,2,WBRI,0,0,Y,,9,7,1,1,1,1,1,1,1,,1,1,1,1,,5.32,4.44,4,3,24,23,4,14,7,3,4,2,7,4,5,56,2,2,0,1,-1,9,0,17,0,13,2,,5,3,3,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,794953288,,f3d5affe-0643-439a-9089-bd57375ed4c8,N,0,0,0,0,1,3,WBRI,0,0,,Y,10,8,1,1,1,1,1,,1,1,1,1,1,,,5.23,5.46,5,3,28,25,5,14,12,7,3,2,7,7,5,71,3,3,0,0,0,16,-2,22,0,20,4,,2,1,3,,,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,818608886,,484a6ca5-d7fb-4bdf-bd65-9f8081a8b6be,N,1,0,0,1,1,2,WBRI,0,0,,Y,13,11,1,1,1,1,1,1,1,1,1,1,,1,,5.03,5.04,5,5,32,32,5,15,13,8,7,7,8,8,4,75,3,3,1,1,1,24,2,23,1,25,2,,6,8,3,5,1,4,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,680812468,,5e06f1f4-2d16-42f7-88c4-4489eb70ed7a,N,0,0,0,0,1,1,WBRI,0,0,,,5,6,1,1,1,1,,,,,,,,,,5.55,3.54,3,W,25,22,3,1,4,1,1,2,1,0,0,5,2,2,-2,-2,-2,2,-2,1,-3,2,3,,1,4,0,3,-2,3,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,786890390,,525fe863-db60-4c89-81bb-64e6f7925ffd,K,0,0,0,0,1,1,WBRI,0,0,,Y,7,8,1,1,,,,,1,,,,,,,4.79,4.66,5,5,31,33,3,9,9,5,3,2,4,3,1,29,2,2,0,0,1,13,0,10,0,7,3,,2,5,0,4,1,3,1,,,0,0,0,0,0,0
,,,,M,,15,401,1,767740765,,348f16ef-8598-4036-b052-68e183ac5a2c,N,0,0,0,0,1,2,WBRI,0,0,,Y,12,11,1,1,1,,,,1,1,1,1,,1,,4.17,4.94,5,5,32,33,5,13,14,7,5,1,7,6,7,66,2,3,0,0,1,20,0,20,0,19,3,,7,2,2,6,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,744482887,,98ba5126-4d91-4324-96d0-f1ce222a8ea0,N,1,0,0,1,1,3,WBRI,0,0,,,8,8,1,1,1,,1,,1,,,,,,,4.66,4.59,4,,11,9,4,13,10,4,4,3,5,6,2,51,3,2,0,0,0,11,0,15,0,21,0,,2,1,2,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,796677162,,0160b111-cd43-453c-9445-f0ef4534552d,N,0,0,0,0,1,4,APKN,0,0,Y,Y,12,9,1,1,1,,1,1,1,1,1,,1,1,,4.72,,4,3,20,18,5,13,16,6,7,5,7,8,7,77,2,3,0,0,1,19,0,22,0,21,2,,7,2,4,,,,,5,1,0,0,0,0,0,0
,,,,F,,15,401,1,688952506,,3c8afd2b-ba97-4b22-b627-331c87d5c2d6,K,1,0,0,1,1,2,APKN,0,0,Y,,7,6,1,1,1,1,1,1,,,,,1,,,4.03,4.63,3,4,21,21,4,14,11,6,4,2,4,4,5,45,2,2,0,0,0,16,0,11,0,5,4,,4,5,4,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,646603468,,aae469f5-3209-4c4b-bf18-49048161691d,K,0,0,0,0,1,3,APKN,0,0,Y,,9,7,1,1,1,1,1,1,1,1,1,1,1,,,5.19,4.91,5,4,26,22,5,11,10,5,5,4,7,5,4,58,3,3,0,0,0,15,0,17,0,11,5,,5,6,4,6,0,6,0,5,-1,0,0,0,0,0,0
,,,,M,,15,401,0,789233027,,3deeda61-1953-489a-b14b-388a9d1241c9,N,1,0,0,1,1,4,WBRI,0,0,,,7,8,1,1,1,,,,,,,,,,,5.16,5.63,4,3,17,14,,10,11,4,5,2,4,5,4,48,2,3,,,,12,,14,,18,0,,5,1,3,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,696978890,,be4f6c4e-774c-4449-9d95-f341a3189b91,N,0,0,0,0,1,3,WBRI,0,0,Y,,10,9,1,1,1,,1,1,1,1,,,1,1,,5.32,5.75,5,4,29,31,5,15,6,6,4,3,6,5,5,59,2,3,0,0,-1,16,0,17,0,14,2,,5,3,5,6,0,,,6,-1,0,0,0,0,0,0
,,,,F,,15,401,1,685754451,,49006514-c1d5-419c-9874-9be3e4f20d3b,K,1,0,0,1,1,1,APKN,0,0,,Y,9,12,1,1,1,,1,1,,1,,,1,,,4.55,4.94,5,4,29,28,4,4,3,3,1,1,3,3,0,18,2,2,-1,-1,-1,5,0,8,-1,11,0,,1,2,5,4,-1,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,822408614,,968ddba1-ada9-4253-96e1-8566d65ffdf1,N,0,0,0,0,1,3,WBRI,0,0,,Y,12,10,1,1,1,1,,,,1,,,,1,,5.61,4.03,4,4,30,29,5,15,11,6,5,0,8,5,4,62,2,3,0,0,0,17,-1,18,0,18,5,,4,1,1,4,0,4,-1,,,0,0,0,0,0,0
,,,,F,,15,401,0,780763589,,c26a9202-b767-49ff-9237-3bdec7c83965,N,0,0,0,0,1,3,WBRI,0,0,,,10,9,1,1,1,1,1,1,1,1,1,1,1,1,,5.16,5.25,2,,8,5,,14,12,7,6,4,5,6,6,62,3,3,,,,21,,17,,14,3,,5,4,7,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,698419352,,167196bb-12aa-4f9f-9ff2-2404c2c74a18,K,0,0,0,0,1,2,AIND,0,0,,Y,8,9,1,1,1,1,,,1,1,,1,,,,5.45,4.47,4,3,31,31,4,7,6,2,2,0,5,5,4,23,3,3,1,1,0,5,0,14,1,9,5,,3,3,0,4,-1,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,814760015,,4d901056-dad7-41a5-9bf9-16cf9e5c2c4f,N,1,0,0,1,1,2,AOTH,0,0,,,9,7,1,1,1,1,1,,,,,,,,,4.93,3,,3,25,23,4,5,3,5,1,4,5,4,6,46,3,3,0,0,0,14,0,14,0,12,6,,0,4,2,3,-1,2,0,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,725069692,,ed9d0c29-27bd-4f84-b90a-7702ca1f15df,N,0,0,0,0,1,1,WBRI,0,0,Y,,6,6,1,1,1,1,,,,,1,1,,,,5.45,0.5,3,4,28,25,4,12,4,3,2,0,4,3,1,30,2,2,0,0,0,5,0,10,0,5,5,,2,4,1,4,0,5,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,690862108,,25178f6a-7f4c-4cfc-a1b1-236449dbf96c,N,0,0,0,0,1,2,APKN,0,0,,Y,9,9,1,1,1,,1,,1,1,1,,1,1,,5.19,4.69,4,5,31,31,5,11,11,4,3,3,6,5,4,42,2,3,0,0,0,10,-1,16,0,7,5,,4,0,6,5,-1,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,714957612,,5da3d548-7d88-4f9e-88b5-d074cf53dd22,N,1,0,0,1,2,2,APKN,0,0,,Y,8,9,1,1,,1,,,1,,1,1,,,,5.29,4.97,4,4,30,31,4,10,7,5,4,2,7,6,2,51,2,3,0,0,0,13,0,17,0,16,1,,1,3,2,,,3,0,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,755930858,,39482180-01fc-407c-9c2a-b15d2264d957,N,0,0,0,0,1,4,MOTH,0,0,Y,,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,5.06,5.71,5,3,25,25,5,13,14,8,7,6,9,8,7,78,3,3,1,1,1,24,1,25,0,26,0,,7,7,4,6,0,6,0,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,798954755,,ee86315f-4902-4dfd-b1b5-c3c5189835ea,N,1,0,0,1,2,2,MWAS,0,0,Y,Y,11,11,1,1,1,1,1,1,,1,1,1,1,1,,4.97,5.29,5,5,33,33,5,11,14,7,5,7,9,8,7,74,3,3,1,0,1,21,2,25,1,26,2,,4,8,6,6,1,5,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,704768526,,20adc224-1ca2-450f-aba7-2e3d274ae89f,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,10,11,1,1,1,,1,1,1,1,1,1,,,,5.1,5.38,5,5,30,33,5,13,11,5,5,4,7,5,6,67,2,3,0,0,0,17,0,19,0,21,0,,5,2,4,6,0,,,6,0,0,0,0,0,0,0
,,,,M,,15,401,0,524498789,,2478b099-c81d-47a0-8d1f-ef98b1f7cab6,S,0,0,0,0,1,3,WBRI,0,0,Y,Y,6,8,1,1,,1,1,1,1,1,1,1,1,1,,5.19,5.13,,1,5,11,,12,12,5,6,6,5,5,5,61,2,2,,,,16,,15,,15,0,,3,7,9,,,,,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,811232155,,7ea4b5c8-d1b6-4afa-806f-6941f8c41bce,N,0,0,0,1,1,2,APKN,0,0,Y,,8,6,1,1,1,1,1,1,1,,,,1,,,4.69,4.66,5,,23,20,4,13,14,6,6,5,7,6,5,66,3,3,0,0,0,20,0,19,0,15,3,,4,3,5,3,0,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,784862729,,ac25045f-1930-4d26-ac21-f96e0d725129,N,0,0,0,0,1,2,WBRI,0,0,Y,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,1,,4.1,4.16,5,4,34,34,5,15,13,8,6,5,6,6,6,70,3,3,0,0,0,22,-1,18,-1,15,4,,7,6,4,6,0,6,0,6,0,0,0,0,0,0,0
,,,,M,,15,401,1,775237199,,c8d62ba6-4468-4c45-9582-b818249916a7,N,0,0,0,0,1,3,WBRI,0,0,,Y,9,7,1,1,,1,1,,1,1,,1,,1,,4.9,,5,5,28,24,5,12,14,5,5,4,6,7,6,72,2,3,0,0,0,17,0,18,0,20,2,,3,6,2,,,6,1,,,0,0,0,0,0,0
,,,,M,,15,401,1,712574413,,5fe901c0-f91e-461c-ab3d-1fa0792e346c,N,0,0,0,0,1,3,WBRI,0,0,Y,,11,10,1,1,1,1,1,1,1,1,1,1,1,1,,5.29,5.63,,3,16,24,4,15,15,5,5,4,6,5,7,68,2,3,0,0,1,13,0,17,0,11,2,,5,6,4,,,6,0,,,0,0,0,0,0,0
,,,,M,,15,401,0,672799097,,9eb8a424-6cdc-40bb-b844-cec8ef1f6f33,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,7,6,1,1,1,,,,1,1,,1,1,,,5.23,5.13,3,3,12,7,,9,6,4,4,2,4,3,4,46,2,2,,,,11,,11,,6,3,,3,4,3,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,740598877,,0fb9dcef-6f28-4f21-bb82-a8fa87321a25,K,0,0,0,0,1,2,APKN,0,0,Y,,9,8,1,1,1,1,1,1,1,1,,,1,,,4.31,4.56,4,5,30,29,4,15,11,4,7,5,5,5,5,57,3,3,0,1,0,16,0,16,0,19,2,,6,3,3,4,-1,5,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,771198580,,45d2c194-5f60-4cb1-83a6-1905044644b3,N,0,0,0,1,2,3,APKN,0,0,,,7,9,1,1,,1,1,,,1,,,,1,,2.5,4.44,4,4,26,28,5,8,12,3,3,4,5,4,2,37,3,2,-1,-1,0,7,-1,12,-1,14,2,,1,6,3,,,6,-1,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,708913320,,e0e31292-da8c-41b0-8daa-9056d2d50299,N,0,0,0,0,1,2,WBRI,0,0,,,9,8,1,1,1,1,,1,1,1,1,1,,,,4.48,5.5,3,4,25,24,3,12,12,2,5,6,5,4,6,57,3,3,0,0,0,10,0,16,0,20,2,,6,4,2,4,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,605530383,,e0e4cc12-dba5-4add-a5ca-8ac1089f1f64,N,0,0,0,0,1,2,WBRI,0,0,,,8,9,1,1,1,,,,1,1,,,,,,4.52,5.21,5,5,34,35,4,7,10,3,3,0,3,3,3,28,2,2,-1,-1,0,4,-2,10,-1,5,1,,2,0,1,6,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,0,646590983,,b21a695f-c802-4ebf-a032-0879704071ba,N,0,0,0,0,1,2,APKN,0,0,,,5,6,1,1,1,,,,,,1,1,,,,4.21,4.69,1,,10,15,,12,8,5,6,5,4,3,4,47,2,2,,,,15,,12,,8,2,,7,4,2,5,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,767077291,,15190956-f190-4d94-8813-60fc463b695f,N,0,0,0,0,1,3,WBRI,0,0,,Y,11,11,1,1,1,1,,,1,1,1,1,,,,4.1,4.69,4,4,20,21,5,15,11,6,6,5,4,7,5,58,3,3,0,0,0,18,0,17,-1,22,1,,3,6,3,5,-1,5,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,795313321,,befbc73b-68c7-4021-a182-576c7d7d44d4,N,1,0,0,0,1,3,WBRI,0,0,,,10,8,1,1,1,1,,,1,,,1,,,,5.35,4.22,4,4,19,20,4,8,9,5,3,1,5,4,3,43,2,3,-1,-1,-1,12,-1,14,-1,13,4,,2,3,1,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,772061654,,8bc633c3-cfd8-4c2e-b4f6-41f5a1ff087d,N,0,0,0,0,1,2,WBRI,0,0,Y,Y,10,10,1,1,1,1,1,1,1,1,1,1,,1,,4.07,4.19,6,5,35,35,5,14,14,8,6,6,7,8,6,73,3,3,1,1,1,23,1,23,1,23,2,,7,7,4,5,1,5,0,6,0,0,0,0,0,0,0
,,,,M,,15,401,1,668922266,,4e07f9f7-9910-483c-b2d9-040c20fe4817,N,0,0,0,0,1,2,WBRI,0,0,,Y,7,10,1,1,1,1,1,1,1,1,1,1,,1,,5.13,4.25,4,5,31,32,3,3,7,3,2,3,4,4,4,17,3,3,0,-1,0,10,0,12,0,14,0,,3,6,3,4,0,3,1,4,-2,0,0,0,0,0,0
,,,,F,,15,401,1,790436197,,8070f431-3c02-4a44-911c-2bd007d85983,N,0,0,0,0,1,4,APKN,0,0,Y,Y,11,7,1,1,1,1,1,1,1,1,1,1,1,1,,5,5.75,5,4,21,22,5,15,16,8,7,6,8,6,6,78,3,3,0,0,0,23,0,22,0,13,4,,7,6,5,7,0,6,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,711268935,,5f736a91-5959-4f9d-abf1-3f5b1a33a29b,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,12,11,1,1,1,1,1,1,1,1,1,1,1,,,5.06,,5,4,23,27,5,15,16,8,7,7,7,8,7,77,2,3,1,1,3,22,1,23,1,17,7,,7,6,8,5,0,,,5,1,0,0,0,0,0,0
,,,,M,,15,401,1,568255200,,06bcf5ac-455b-410b-9387-7ca844bf0eea,K,0,0,0,0,1,2,APKN,0,0,Y,,6,7,1,1,,,1,1,,,,1,1,1,1,5.52,4.88,3,,17,20,4,7,7,0,3,2,2,2,2,21,1,2,0,-1,0,0,0,6,-1,3,4,,2,5,7,,,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,729487341,,5379bdf3-f988-4046-826c-56ba54b4f250,K,0,0,0,0,1,3,WBRI,0,0,Y,,11,10,1,1,1,1,1,1,1,,1,1,,1,,5.32,4.59,5,,29,28,5,9,13,5,7,6,5,5,7,56,3,3,0,0,-1,17,0,16,0,14,2,,7,7,4,5,0,6,0,5,-1,0,0,0,0,0,0
,,,,F,,15,401,0,638698902,,c7c7405c-50b1-4c9e-8ae7-ab81cd902c7e,K,0,0,0,0,1,4,MWBA,0,0,Y,Y,7,9,1,1,1,,1,1,1,1,1,1,1,1,,,4.64,,6,0,0,,14,15,5,7,6,6,5,7,66,2,2,,,,16,,17,,15,1,,7,6,9,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,808890273,,495dd69e-7bbf-44e8-bfa7-d4fb389fcfac,N,1,0,0,1,1,2,WBRI,0,0,Y,Y,11,10,1,1,1,1,,,1,1,1,1,,,,3.83,4.66,5,5,33,32,4,10,13,7,7,7,8,7,5,64,3,3,0,-1,0,23,1,22,0,14,9,,7,7,1,5,0,4,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,789316065,,30a31df4-3ff1-40da-a087-31fe4d58ccd5,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,5.26,,3,4,21,21,5,16,15,9,8,7,8,9,7,80,3,3,1,1,0,25,1,26,1,26,1,,7,8,9,7,0,7,1,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,637853196,,485099a2-f115-4682-98b5-dbb933632b4d,N,0,0,0,0,1,1,WBRI,0,0,,,7,9,1,1,1,,,,1,,,,,,,4.14,4.84,,4,28,29,4,13,8,1,1,0,5,3,2,39,2,2,0,0,0,2,-2,11,0,14,2,,1,2,1,5,-1,4,0,,,0,0,0,0,0,0
,,,,F,,15,401,0,567871569,,ea86314b-98da-4c11-902e-73c4ba4f9ad2,N,1,0,0,1,1,3,BCRB,0,0,,,6,8,1,1,1,,1,1,,,1,,1,,,5.06,5.79,,3,7,7,,13,12,5,7,5,3,4,5,48,2,2,,,,16,,11,,14,0,,6,7,7,,,,,5,1,0,0,0,0,0,0
,,,,F,,15,401,1,568820583,,b3a3466a-ca86-4290-868d-8af5af247456,K,1,0,0,1,1,3,APKN,0,0,,Y,6,6,,1,1,,,,,,,,,,,5.06,5.08,,6,18,19,3,5,5,0,1,0,3,2,0,13,1,2,-2,-2,-1,0,-2,8,-1,5,5,,2,0,0,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,587669949,,e20bce47-6b88-4248-85f0-2aa0750f125f,N,0,0,0,0,2,3,APKN,0,0,,,7,9,1,1,1,1,,,,,,1,,,,5.42,5.83,4,4,24,26,4,9,14,6,4,2,5,3,1,33,3,2,-1,-2,0,14,-1,11,-1,7,3,,5,4,1,5,-1,6,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,818511483,,6276ac47-e68d-461a-870b-d8cd319480f8,N,0,0,0,0,1,4,AIND,0,0,,Y,12,8,1,1,1,1,,,1,1,1,,,,,,,4,5,19,21,5,15,16,7,6,4,8,8,7,79,3,3,1,1,1,20,0,25,1,23,5,,6,4,0,5,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,823865804,,557cd7f7-4045-4d81-b9bb-6136ca63719a,N,0,0,0,0,2,4,WBRI,0,0,,Y,12,10,1,1,1,1,1,1,1,1,1,1,1,,,,5.38,5,5,26,24,5,11,12,8,5,4,6,6,4,65,3,3,0,0,0,23,0,18,-1,8,8,,5,3,6,5,-1,5,-1,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,693448038,,d316f91d-9552-4820-9493-8ce2612e5f0a,K,1,0,0,1,1,2,WBRI,0,0,Y,Y,8,9,1,1,1,1,1,1,1,1,1,1,,,,5.03,4.97,4,4,26,30,4,13,13,5,6,6,4,2,4,53,3,2,0,0,0,19,0,10,-1,6,2,,6,7,4,4,0,5,-1,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,723745728,,13731e7d-6726-4342-9efc-2c0c79119057,N,1,0,0,1,1,2,WBRI,0,0,Y,,9,9,1,1,,1,1,1,1,,,1,1,,,5.1,4.25,5,4,31,31,4,13,9,5,4,1,4,4,5,52,2,2,-1,0,-1,13,-1,12,-1,9,2,,3,4,5,5,-1,6,-1,5,1,0,0,0,0,0,0
,,,,M,,15,401,1,738825377,,ee3e5ca6-63a2-4c14-ad34-cf3ce4345b04,N,0,0,0,0,1,3,APKN,0,0,Y,Y,10,9,1,1,1,1,1,1,1,1,1,1,1,1,,4.83,4.75,4,5,24,25,5,9,11,7,7,6,7,7,5,64,3,3,0,0,0,21,0,21,1,19,3,,6,5,5,6,0,5,1,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,751136649,,b2a48bb2-5d4f-48f2-974b-5b7f3e66d805,K,0,0,0,0,1,3,WBRI,0,0,Y,Y,9,8,1,1,1,1,1,1,1,1,1,1,1,1,,5,5.63,5,5,34,33,5,12,15,8,7,5,9,8,7,77,3,3,1,0,1,22,0,25,2,20,8,,7,7,4,6,1,6,1,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,762741740,,3ebebf3e-b5fe-4880-91ce-611351bf8170,N,0,0,0,0,1,2,APKN,0,0,,Y,10,8,1,1,1,,,,,,,,,,,3.78,4.31,3,4,17,21,4,10,10,5,4,3,5,4,6,56,2,3,0,0,0,14,0,15,0,10,5,,4,2,2,5,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,682759546,,014f9d27-7189-4afc-a08e-e3d1654cd34a,N,0,0,0,0,1,2,WBRI,0,0,Y,,8,8,1,1,1,,1,1,1,,1,1,1,1,,3.94,5.46,5,5,31,32,4,13,11,4,5,5,6,5,6,67,2,3,0,0,-1,13,0,18,0,18,0,,7,3,3,6,0,,,6,0,0,0,0,0,0,0
,,,,F,,15,401,0,683883505,,0a69afac-f367-4eac-9b79-1cf8931ff3f4,N,0,0,0,0,2,4,APKN,0,0,,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,1,,5.06,5.46,5,5,19,24,,16,15,9,6,5,8,7,7,80,2,3,,,,24,,25,,26,0,,7,6,6,7,2,6,0,6,1,0,0,0,0,0,0
,,,,M,,15,401,1,808294970,,efba803f-95d6-4b22-af9b-f244ea503fb1,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,13,10,1,1,1,1,1,1,1,1,1,1,,1,,4.97,,5,5,32,34,5,16,16,9,7,7,9,9,7,81,3,3,0,0,0,24,0,26,1,26,7,,7,6,2,6,0,6,1,,,0,0,0,0,0,0
,,,,F,,15,401,1,724207866,,33a6ad93-7337-4105-bb8d-f5e5f7302c54,N,0,0,0,0,1,2,APKN,0,0,,Y,10,8,1,1,1,1,,,1,1,1,1,,,,4.93,5.33,4,5,26,24,4,12,9,6,5,0,6,6,4,56,2,3,0,1,0,18,0,17,0,18,0,,1,3,0,4,0,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,749164869,,59947c9e-6b4f-4d76-babc-80b6ecbd6ac5,N,0,0,0,0,1,2,APKN,0,0,Y,Y,8,9,1,1,1,,,,1,,1,,,,,4.45,4.88,4,3,30,29,4,12,8,6,2,0,5,4,4,40,2,3,0,0,0,13,0,15,0,12,3,,2,1,1,5,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,697886497,,45b3fdae-4544-40ae-bd12-046d278a8ada,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,9,10,1,1,1,1,,,1,1,1,1,,1,,4.69,5.71,4,4,18,13,4,12,4,5,4,4,5,5,3,53,3,3,0,0,-1,14,0,15,-1,16,1,,2,4,0,,,5,-1,,,0,0,0,0,0,0
,,,,M,,15,401,1,557823139,,aa752757-4153-4de2-ac3d-03355a36d3a2,E,1,0,0,1,1,2,APKN,0,0,Y,,5,7,,1,,,,,,,1,,,,,4.52,5.17,3,6,13,17,3,11,7,2,3,3,3,1,3,18,2,2,0,-1,0,3,0,7,0,5,3,,2,5,2,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,795443909,,2dc8157c-543c-425e-ac9b-46a8fb83bc65,N,0,0,0,0,2,3,OEGY,0,0,,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,1,,4.9,5.75,4,5,19,21,5,14,13,8,7,7,7,7,6,72,3,3,0,0,0,24,1,20,0,23,0,,7,5,7,5,0,4,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,744740347,,8f37f03b-bf80-49f0-92bf-3bc1b11b0c98,N,0,0,0,0,1,3,APKN,0,0,,Y,8,7,1,1,1,1,,,1,1,,,,,,4.69,4.47,5,5,34,33,5,11,9,4,5,4,4,3,2,43,3,2,-2,-1,-2,12,-2,12,-2,8,4,,4,4,0,5,-2,4,-2,,,0,0,0,0,0,0
,,,,M,,15,401,1,720513381,,173d042e-d74c-41a5-a209-a0cb74e64c77,N,0,0,0,0,1,3,WBRI,0,0,Y,,10,10,1,1,,1,1,1,,,,1,,,,4.62,4.63,,4,23,24,4,10,10,6,3,1,6,5,5,55,2,3,-1,-1,0,14,-1,16,0,18,1,,2,7,3,,,4,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,705297889,,2a74ad88-ea98-46ee-99a2-0f35c0e6e4a0,N,0,0,0,0,1,2,WBRI,0,0,Y,Y,8,10,1,1,1,1,1,1,1,1,1,1,1,,,4.34,4.53,4,4,34,33,5,14,13,5,7,6,6,6,6,69,2,3,1,1,1,18,1,19,0,21,0,,6,6,7,5,1,5,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,746236568,,357eec14-5f1e-4799-9e46-c138cd6101b7,N,0,0,0,0,2,2,WBRI,0,0,,Y,10,10,1,1,1,1,,,1,1,1,1,,,,5.45,5.13,4,4,21,23,4,7,9,6,4,1,6,5,6,59,2,3,0,0,0,17,0,19,0,17,0,,2,2,1,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,735431554,,2aecc971-5fa8-4fc2-87a2-b747bab38ccd,N,0,0,0,0,1,3,AIND,0,0,Y,Y,11,12,1,1,1,1,1,1,1,1,1,1,1,1,,5.32,5.71,4,5,19,22,5,10,15,8,7,6,7,6,5,71,3,3,0,0,0,23,1,20,0,21,2,,6,7,9,6,0,6,0,5,0,0,0,0,0,0,0
