Candidate Number,Forvus index number,Surname,Forename,Gender,Date of birth,AGE,Pupil Inclusion Status Flag,Pupil included in progress 8 calculations,DfE Establishment Number,School URN,UPN,SEN,Has the pupil been eligible for FSM in the last 6 years?,Is the pupil looked after?,Post Looked After Arrangements,Is the pupil disadvantaged?,EAL Group,KS2 Prior Band,Student's ethnicity,Deprivation indicator - IDACI score,Did the pupil join within the last 2 yrs?,English Bacc 9-4?,English Bacc 9-5?,English and maths GCSEs 9-4?,English and maths GCSEs 9-5?,Entries,GCSE Entries,Entry English EBacc,Entry Maths EBacc,Entry Science EBacc,Entry Humanities EBacc,Entry Language EBacc,Entry ALL EBacc,Achieved English EBacc 9-4,Achieved English EBacc 9-5,Achieved Maths EBacc 9-4,Achieved Maths EBacc 9-5,Achieved Science EBacc,Achieved Humanities EBacc,Achieved Language EBacc,Entry triple science,Entry multiple languages,Entered all three core science pathway subjects,KS2 Reading TA level,KS2 Mathematics TA level,KS2 Reading PS,KS2 Maths PS,Prior attainment score in English and mathematics,Score achieved in English,Score achieved in mathematics,Score achieved in 1st EBacc slot,Score achieved in 2nd EBacc slot,Score achieved in 3rd EBacc slot,Score achieved in 1st open slot,Score achieved in 2nd open slot,Score achieved in 3rd open slot,Attainment 8 score,EBacc slots filled,Open slots filled,Pupil progress 8 score,Progress 8 score for English,Progress 8 score for mathematics,Score achieved in Ebacc slots,Progress 8 score for Ebacc slots,Score achieved in open slots,Progress 8 score for open slots,Total score achieved in open slots - GCSEs only,Total score achieved in open slots - non-GCSEs only,Science EBacc PS (VA),Humanities EBacc PS (VA),Language EBacc PS (VA),KS2-4 predicted PS for 'EBacc Science' VA,EBacc Science' VA score,KS2-4 predicted PS for 'EBacc Humanities' VA,EBacc Humanities' VA score,KS2-4 predicted PS for 'EBacc Language' VA,EBacc Language' VA score,Pupil level Maths pathway flag,Pupil level English pathway flag,Pupil level Science pathway flag,Maths exclude previous school,English exclude previous school,Science exclude previous school
,,,,F,,15,401,1,819781662,,5ba24028-218e-4bbf-8774-34946a87c71b,N,0,0,0,0,1,3,APKN,0,0,,,,,10,8,1,1,1,1,,,,,,,,,,,,,4,4,3,3,4,2,14,5,2,0,6,5,3,42,3,3,0,-2,1,13,0,16,0,14,3,1,0,0,2,0,3,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,775483335,,294d96b1-afd7-45a4-8613-30db7fafdf16,K,0,0,0,0,1,2,WBRI,0,0,Y,,,,10,10,1,1,1,,1,1,1,1,,,1,,1,,,,4,3,4,3,4,9,4,4,4,3,5,5,4,47,3,3,0,0,-1,12,0,16,0,16,1,4,1,5,3,0,,,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,473405448,,d0f5202e-6e25-491f-a1ee-6491d0c61f68,K,1,0,0,1,1,1,APKN,0,0,Y,Y,,Y,7,8,1,1,1,1,1,1,,,,,,,1,,1,,5,4,5,5,5,12,16,3,6,6,5,5,7,54,2,2,0,0,0,10,0,15,1,13,1,6,7,5,7,0,7,0,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,607610418,,5fcde52c-f2d9-4300-ad93-59b3facaec3c,S,0,0,0,0,1,2,BAFR,0,0,,Y,Y,Y,7,7,1,1,1,,,,1,1,1,1,1,1,,,,,3,4,3,3,4,16,16,6,7,7,6,3,5,67,3,2,1,0,2,17,1,15,0,13,3,6,5,3,4,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,754921946,,b825abef-892d-4906-82d2-2dbfe7f48fed,N,1,0,0,1,1,3,WBRI,0,0,,Y,Y,,8,8,1,1,1,,1,1,1,1,1,1,,,1,,,,,4,4,3,4,15,5,4,5,2,5,4,2,47,2,2,0,0,0,9,0,14,0,7,4,3,1,6,4,0,,,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,744410332,,6adbc86c-f9e2-42dd-977f-386de079f07e,N,0,0,0,0,1,2,WBRI,0,0,,,Y,,8,7,1,1,1,,1,,1,,1,,1,1,,,,,5,4,4,4,5,11,11,3,3,2,3,4,2,39,2,3,0,0,0,7,0,9,-1,6,4,3,3,2,5,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,729051934,,eeea320f-af05-4e35-b68f-0bd97e91112e,N,0,0,0,0,2,2,WBRI,0,0,Y,,,,7,5,1,1,,,,,1,1,,1,,,1,,,,4,6,4,3,5,18,14,6,7,5,6,5,5,68,2,3,0,1,0,17,0,16,0,10,7,6,1,3,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,808615582,,e10c7f24-fd56-43f0-88b1-4a96c2cafd77,N,0,0,0,0,1,3,APKN,0,0,,,,Y,10,7,1,1,1,1,,,1,1,,1,1,,,1,,,5,5,5,4,5,8,11,7,6,2,7,6,7,72,3,3,-1,0,-1,21,-1,22,0,21,1,3,2,1,6,-1,5,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,782387589,,1fdfa6ef-9429-48a2-8cc0-98713c4d4bab,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,Y,Y,12,11,1,1,1,,1,1,1,1,1,1,1,,1,1,1,,5,5,4,4,5,14,18,9,8,7,10,10,8,85,3,3,1,-1,3,25,0,29,1,26,2,8,4,8,6,0,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,745491510,,d2b8ea2a-0f9f-40a6-adc7-7f38c5466292,N,0,0,0,0,1,3,APKN,0,0,,,,,6,7,1,1,1,,,,,,,,,,,,,,4,4,3,3,4,5,6,0,0,0,1,2,1,15,2,2,-2,-3,-1,1,-2,4,-3,5,1,0,0,1,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,785156963,,54b27d89-551e-4163-85cb-04bde87d8aba,N,0,0,0,0,1,2,MOTH,0,0,Y,Y,,Y,11,12,1,1,1,1,1,1,1,1,,,,1,1,,,,,,4,4,4,17,13,7,6,3,6,5,5,65,3,3,0,2,0,18,0,19,0,27,0,4,3,4,4,0,3,0,5,1,0,0,0,0,0,0
,,,,F,,15,401,1,479167477,,d4565a63-dd40-43ef-be91-d0dd1e2957cf,K,0,0,0,0,1,2,APKN,0,0,Y,,Y,,5,8,1,1,1,,1,1,1,1,1,,,,,,,,5,4,5,4,5,13,9,5,5,5,2,2,2,31,3,2,0,0,0,12,0,6,-1,2,1,6,3,6,5,0,6,-1,5,2,0,0,0,0,0,0
,,,,F,,15,401,1,641103125,,129a5a9e-3394-4a41-8218-0153c936ab6f,K,0,0,0,0,1,2,WBRI,0,0,Y,,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,,,,,5,5,5,4,4,13,8,5,2,2,6,6,3,42,2,3,0,2,-2,9,0,19,0,20,1,3,6,7,5,0,5,1,4,-3,0,0,0,0,0,0
,,,,F,,15,401,0,546623751,,033d7be8-47aa-4521-bb48-6923fc4df856,N,0,0,0,0,1,4,APKN,0,0,,,Y,Y,8,10,1,1,1,,1,,1,1,1,1,1,1,1,1,,,,4,2,2,,13,15,7,7,5,7,7,8,75,2,3,,,,21,,22,,25,0,6,4,6,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,0,735267588,,e95053ee-05ec-4898-9ca7-6f84b4db6553,N,1,0,0,1,1,3,WBRI,0,0,,,Y,,9,7,1,1,1,1,,,1,,,,,1,,,,,,2,1,1,,10,9,7,3,1,7,4,4,50,3,3,,,,17,,16,,5,7,2,3,0,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,626662504,,8eae0b3f-0b6b-4b70-af61-c2f4f64a30af,N,0,0,0,0,1,4,WBRI,0,0,,,,,6,6,,1,1,,1,,1,1,1,,,,1,1,,,4,5,1,2,4,12,9,2,4,4,7,6,6,58,2,3,0,0,0,8,1,18,1,11,7,5,6,3,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,808689147,,f0d9f143-0acc-4085-93a9-c5d46f919188,N,0,0,0,0,1,2,WBRI,0,0,,,Y,,10,12,1,1,1,1,,1,1,1,1,,1,1,,,,,5,2,5,5,5,12,14,7,6,4,5,4,3,52,3,3,0,0,-1,21,0,15,-1,10,1,6,8,1,5,0,5,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,555978354,,8c8249c3-1fa8-4ed9-8de1-43a3e535d376,S,0,0,0,0,1,1,WBRI,0,0,,Y,Y,,8,7,1,1,1,,1,1,1,1,1,,1,,1,1,,,5,4,5,5,5,11,6,4,2,1,4,3,2,39,2,2,0,1,0,11,0,8,0,5,7,3,1,4,5,0,5,0,5,-1,0,0,0,0,0,0
,,,,F,,15,401,1,724240748,,4ea236c6-fe49-4687-880c-8af320a53b62,N,1,0,0,1,1,2,AIND,0,0,Y,Y,Y,,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,4,4,5,5,4,16,9,7,3,3,5,6,6,59,3,3,0,1,0,18,0,17,0,17,2,4,6,3,3,0,3,1,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,620900544,,1624f912-1d80-4cba-a302-3b0d947d2a6c,N,0,0,0,1,1,1,WBRI,0,0,Y,Y,,Y,4,7,1,1,,,,,,,,,,,,,,,4,4,3,2,2,0,0,0,0,0,0,0,0,0,1,2,-3,-2,-2,0,-3,0,-3,0,1,0,0,0,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,787445273,,11fb88d1-5c79-4644-a187-650b86dbae48,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,Y,Y,11,11,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,4,4,4,4,5,16,10,6,6,6,6,6,7,68,3,3,0,-1,0,18,0,21,0,18,2,7,4,7,4,0,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,790747005,,08fa7697-b18c-47a8-8eb3-2d09977eec27,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,Y,Y,11,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,4,4,3,4,15,14,8,6,4,7,7,6,78,2,3,1,2,0,24,1,22,0,22,1,4,7,2,3,0,4,2,,,0,0,0,0,0,0
,,,,M,,15,401,1,688300344,,758cbfcb-0178-4304-b47f-b7b3f2f44978,S,0,0,0,0,1,2,WBRI,0,0,Y,,,,10,12,1,1,1,1,1,1,1,1,,,1,1,1,1,,,5,4,5,5,5,5,10,3,5,5,5,3,3,43,3,2,0,0,0,11,1,13,0,16,0,6,4,4,5,1,5,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,757587666,,0af24f46-34b3-4666-a8b3-4b5e1bda32fd,N,1,0,0,1,2,2,WBRI,0,0,,,Y,,8,9,1,1,1,,,,1,,1,,,,,,,,4,4,4,4,4,4,7,2,0,0,4,3,3,24,2,3,-1,0,0,4,-2,10,-2,14,1,0,0,1,4,-2,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,581299287,,3d85eefe-67e1-42ac-91c1-7ff212d3fdba,K,1,0,0,1,1,1,WBRI,0,0,,,,,5,6,1,1,,,,,,,,,,,,,,,3,,5,5,3,4,10,0,1,2,5,2,2,21,2,2,0,-1,0,2,0,10,0,5,5,2,3,0,4,0,4,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,816314672,,06e1835e-fa14-4721-a57d-fb4f078bc075,N,0,0,0,0,1,4,APKN,0,0,Y,Y,,Y,12,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,3,2,5,17,15,9,7,7,10,9,7,84,3,3,2,2,2,25,2,27,2,28,0,7,8,5,4,0,5,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,780717350,,2ca6dd0e-ce95-48e5-87de-f4c0ed940782,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,Y,Y,10,10,1,1,1,1,1,1,1,1,1,1,,1,1,,,,5,5,3,2,4,17,13,8,7,6,8,6,6,80,3,3,0,1,1,23,1,22,0,25,1,6,7,7,4,0,3,2,5,1,0,0,0,0,0,0
,,,,F,,15,401,1,784322162,,c9de70d2-7707-40f9-8cc7-8fbe2e00f60e,N,0,0,0,0,1,3,WBRI,0,0,,,,,10,9,1,1,1,1,,,1,,1,,1,,,,,,,3,4,3,5,6,13,5,4,2,5,4,4,33,3,3,-1,-1,-1,13,0,11,-1,13,6,4,3,0,4,0,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,769803979,,d00bf895-1104-440a-b9b5-5a2c961090ea,N,0,0,0,0,1,3,AIND,0,0,Y,,,,9,7,1,1,1,1,,,,,,,,,1,,,,3,4,3,3,4,10,8,6,5,2,7,4,5,50,2,3,0,0,0,14,0,17,0,12,3,3,1,2,3,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,816673369,,2e12685b-e465-458c-b42e-f44ef7859e5a,N,1,0,0,1,1,3,MOTH,0,0,,,Y,Y,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5,3,5,5,5,13,17,8,6,5,9,8,5,75,3,3,0,0,2,24,0,25,0,19,6,6,2,5,5,0,5,-1,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,761811134,,605729aa-9d71-45c2-84a6-c102f8e62e80,N,0,0,0,0,1,3,APKN,0,0,,,Y,,9,10,1,1,1,1,,,1,,1,,1,,,,,,5,5,4,4,5,11,5,2,1,3,4,3,4,33,3,3,0,0,0,8,0,11,0,12,2,3,5,0,4,0,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,795042433,,805763fb-dae1-473c-a427-6b83777f14bf,N,0,0,0,0,2,3,WBRI,0,0,,,,,9,11,1,1,1,1,1,,1,1,1,,1,,1,,,,3,4,4,4,5,13,16,6,7,6,6,6,6,64,3,3,0,0,1,19,1,19,0,24,0,7,5,4,5,1,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,652701783,,dbf38d7c-a8ed-483a-a939-4eb68cc70db9,N,0,0,0,0,1,2,WBRI,0,0,Y,Y,Y,Y,10,10,1,1,1,1,1,1,1,1,1,1,1,,1,,,,5,5,5,5,4,15,13,5,3,3,5,6,7,69,2,3,0,2,0,16,0,19,0,19,1,6,1,1,3,0,3,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,731615706,,37e2186d-8db5-4581-8dab-b73491fc1b7a,N,0,0,0,0,2,3,WBRI,0,0,Y,,Y,Y,8,9,1,1,1,1,1,1,1,,1,1,1,1,1,,,,4,,4,4,5,11,2,6,1,2,5,4,4,43,3,3,-1,-1,-1,16,-1,15,-1,9,4,0,7,3,,,5,0,5,-1,0,0,0,0,0,0
,,,,M,,15,401,1,517394741,,999a4304-d64c-41f1-9025-91ec242dac0c,K,1,0,0,1,2,2,APKN,0,0,,,,,6,10,1,1,1,,,,1,,,,,,,,,,4,6,4,4,4,8,4,1,0,0,2,0,0,9,1,1,-1,0,0,1,-1,2,-1,0,4,2,0,1,5,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,791191696,,dd0232c6-7977-4b81-9a19-8b6b54d95979,N,0,0,0,0,1,3,AIND,0,0,,,,,10,9,1,1,1,,1,,,,1,,,,1,,,,4,,5,5,5,18,17,6,7,6,8,6,7,81,3,3,0,0,0,20,-1,23,0,24,5,6,3,3,5,0,,,5,2,0,0,0,0,0,0
,,,,M,,15,401,1,804110825,,c0b0fc7b-d8da-4d72-8a66-604c211c7940,K,0,0,0,0,1,2,APKN,0,0,,,,,11,9,1,1,1,1,1,1,,,1,1,1,1,,,,,4,5,5,5,4,10,14,9,7,7,8,7,7,80,3,3,0,0,1,26,2,24,0,26,0,7,6,1,3,1,5,3,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,804560906,,839560d9-2ec3-4966-a9c9-9ae1cbefc408,N,0,0,0,0,2,3,APKN,0,0,Y,Y,,Y,12,10,1,1,1,1,1,1,1,1,1,1,1,,1,,,,5,5,5,5,5,18,18,10,7,6,10,9,8,86,3,3,1,3,1,26,0,28,2,28,3,7,4,3,7,1,7,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,796150482,,deb4ada0-b3c1-4926-a025-13eb8046bd86,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,Y,Y,12,9,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,5,W,4,4,5,18,11,9,5,6,8,8,7,82,3,3,1,3,0,24,1,25,0,24,2,5,5,4,4,0,3,2,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,771250826,,2c09fa8e-ca8e-494e-a18e-43c3d2b2d314,N,0,0,0,0,1,3,WBRI,0,0,,Y,Y,Y,9,11,1,1,1,1,1,1,1,,1,1,,1,1,,,,5,5,5,5,5,11,13,5,7,3,5,5,4,66,2,3,0,-1,1,16,0,16,-1,23,0,4,5,5,7,1,7,-1,6,1,0,0,0,0,0,0
,,,,M,,15,401,1,534842885,,4ac10c99-698c-4c5c-8eb4-fc0334b66bf1,N,0,0,0,0,1,2,MWBC,0,0,,,,Y,7,8,1,1,,1,,,1,,,,,,,,,,4,4,5,4,5,13,6,4,3,3,6,4,4,39,2,2,0,-1,-1,9,0,14,0,3,13,2,4,0,,,6,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,819944975,,cfddda93-5e7a-4aa7-8ded-f886efddec55,N,1,0,0,1,1,1,APKN,0,0,,,Y,Y,9,6,1,1,1,,,,1,1,1,,,,,1,1,,5,5,5,5,4,15,8,7,5,3,6,5,4,62,3,3,0,0,-1,19,0,16,-1,11,6,6,2,0,3,-1,5,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,664933602,,7949572b-c0e2-466d-9e2d-9eb5c5b819ab,K,1,0,0,1,1,1,WBRI,0,0,,Y,Y,Y,8,11,1,1,1,,,,,,1,1,,1,1,1,,,,4,5,5,4,8,12,1,5,1,5,4,3,42,2,3,0,-1,1,6,0,15,0,12,1,3,4,1,5,0,5,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,627674536,,7bd250f7-2a4c-49a6-b0a6-ab34190c2bc5,K,0,0,0,0,2,1,WBRI,0,0,,,Y,,6,7,1,1,1,,,,1,1,1,,,,,,,,5,4,5,5,4,9,6,4,4,4,4,3,4,38,2,2,1,0,1,11,1,12,0,3,6,5,4,1,4,0,5,1,,,0,0,0,0,0,0
,,,,M,,15,401,0,704640692,,56c9e49f-8745-4fc6-a40c-35690fc7071f,N,1,0,0,1,1,3,WOTH,0,0,,,,,7,8,1,1,1,,,,1,,,,,,,1,,,2,6,1,1,,11,5,3,1,0,4,3,6,31,2,3,,,,4,,12,,14,0,1,1,2,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,689006976,,74adc6b4-d82f-4f7b-9fa0-071171ffc271,N,0,0,0,0,1,2,WBRI,0,0,Y,Y,Y,,10,10,1,1,1,1,,1,1,1,1,1,1,1,,1,,,5,1,5,5,5,17,12,6,5,6,7,7,5,69,3,3,1,1,1,20,0,20,0,19,3,7,8,1,6,0,6,1,6,-2,0,0,0,0,0,0
,,,,M,,15,401,0,598830450,,d0dd5b0a-958e-4c54-a46a-b5a6fd431fd4,N,0,0,0,0,1,4,WBRI,0,0,Y,,,Y,7,10,1,1,1,1,1,1,,,1,1,1,1,1,,,,6,3,1,0,,7,9,4,8,8,5,4,6,55,3,2,,,,14,,14,,18,0,7,8,6,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,718456352,,f40d27e7-b46a-4e2e-a45b-224b42cff8da,K,1,0,0,1,1,1,APKN,0,0,,,,,5,7,,1,,,,,,,,,,,,,,,4,6,5,4,4,9,0,0,0,0,1,1,0,3,1,2,0,1,0,0,0,2,0,0,5,0,0,0,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,646984825,,73845328-b9b9-41bb-af26-16f320f8e240,N,1,0,0,1,1,3,WBRI,0,0,Y,,,,7,7,,1,1,,1,1,,,,,,1,1,,1,,3,,3,3,4,3,10,1,4,4,2,2,2,17,2,2,-2,-3,-1,6,-2,5,-3,1,4,6,4,5,5,-1,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,783312574,,e6cbf935-5ce3-4953-9917-158120e3c0c0,K,0,0,0,0,1,3,MWBA,0,0,,Y,Y,,12,9,1,1,1,1,1,1,1,1,1,,1,1,,,,,4,6,2,1,3,16,17,7,7,4,8,8,8,82,3,3,2,3,3,23,2,25,2,21,4,8,2,2,2,2,,,3,0,0,0,0,0,0,0
,,,,M,,15,401,1,758523057,,b516dcfb-0c8d-4880-9814-354c36f7edd6,N,0,0,0,0,1,4,WBRI,0,0,,,,,9,7,1,1,1,1,,,,,,,1,,,,,,4,4,3,1,4,15,4,5,4,2,5,4,4,49,2,2,-1,0,-3,14,-2,14,-1,9,0,6,3,0,3,-1,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,729461867,,b16a855d-ee5e-4fd0-a261-dda597985b3a,N,0,0,0,0,1,3,WBRI,0,0,,Y,Y,Y,8,10,1,1,1,,1,,1,,1,1,1,,1,,,,,4,3,3,4,10,7,3,3,4,6,4,4,45,3,3,0,0,1,9,0,14,0,9,4,6,1,3,4,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,0,812599314,,169e6d13-8e75-4248-9ac0-3afb5657972e,N,0,0,0,0,1,4,WBRI,0,0,,Y,Y,Y,10,8,1,1,1,1,1,1,,1,1,1,,1,1,1,,,4,,0,0,,14,14,6,7,5,6,6,6,69,2,3,,,,20,,18,,20,3,5,5,6,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,667990951,,8b9f3a86-f6de-4f44-bfca-5f0bc91f4218,N,0,0,0,0,2,3,BOTH,0,0,Y,Y,Y,Y,7,9,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,5,4,4,4,4,15,13,5,7,6,4,5,7,61,2,2,0,0,0,15,1,14,1,16,0,7,2,9,5,1,,,4,2,0,0,0,0,0,0
,,,,M,,15,401,1,824258305,,a230e840-2805-4825-8293-eb099cbc9a1b,N,0,0,0,0,2,2,APKN,0,0,,Y,Y,,13,11,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,5,5,5,5,4,15,10,7,6,5,9,9,6,74,3,3,2,1,0,21,2,26,2,25,1,6,3,2,4,1,5,2,4,1,0,0,0,0,0,0
,,,,M,,15,401,1,650558403,,e4bd901e-f58f-4540-9ed9-acd284254d24,K,0,0,0,0,1,2,WBRI,0,0,Y,Y,,,8,9,1,1,1,1,1,1,,,1,,1,1,1,,,,4,4,2,3,4,1,9,4,4,4,5,3,2,31,3,2,0,-3,0,14,1,13,0,15,2,5,6,5,4,0,4,1,4,2,0,0,0,0,0,0
,,,,F,,15,401,1,722821995,,f2381c37-028b-422c-a660-568534636cde,N,0,0,0,0,2,1,APKN,0,0,,,,Y,7,8,1,1,1,,,,,,,1,,,,,,,,,5,5,5,13,14,4,6,2,5,4,5,52,2,2,0,0,1,10,0,13,0,11,2,4,3,0,5,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,798863324,,b24fde53-8956-4891-b1e5-a3e608bb1e29,N,0,0,0,0,1,2,WBRI,0,0,Y,Y,,Y,11,10,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,5,5,5,5,4,15,12,7,5,6,6,6,6,68,3,3,0,0,0,22,1,20,0,22,0,2,8,3,3,0,3,0,4,1,0,0,0,0,0,0
,,,,F,,15,401,1,778489800,,00c67911-1f33-4086-8c76-e01eb11cddc2,K,0,0,0,0,1,1,WBRI,0,0,Y,Y,Y,,11,11,1,1,1,1,1,,1,1,1,,,,1,,,,4,5,5,5,5,12,14,7,5,4,8,7,6,63,3,3,1,2,1,19,1,21,2,22,1,3,2,4,3,0,4,0,5,2,0,0,0,0,0,0
,,,,F,,15,401,0,540188098,,a52f7696-123d-4085-b421-a82ad0c0fe4a,N,1,0,0,0,2,4,WBRI,0,0,,,,,6,7,1,1,1,,1,,1,,1,,,,,,,,6,6,0,0,,4,2,3,0,0,4,2,2,14,2,2,,,,4,,9,,5,5,1,0,3,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,759643540,,f48847fb-68af-4825-8ed5-939f1321c86f,N,0,0,0,0,1,3,APKN,0,0,,Y,Y,,9,8,1,1,1,,1,1,1,1,1,,1,1,1,,,,5,5,4,4,5,15,10,6,4,3,7,4,5,59,2,2,0,0,-1,14,0,16,0,10,4,6,2,6,5,1,4,1,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,776081827,,5f46299e-995f-45ea-bfab-f8ad2f4e289b,N,0,0,0,0,1,2,WBRI,0,0,,,Y,Y,10,9,1,1,1,,1,,1,1,1,1,1,1,,,,,5,4,5,5,5,13,15,4,5,1,6,6,4,50,2,3,0,0,0,12,0,16,0,11,3,5,1,1,5,0,,,4,-2,0,0,0,0,0,0
,,,,M,,15,401,1,521598182,,c7c360f8-c892-4b67-9440-0d16e7f2bbc7,N,1,0,0,1,1,3,APKN,0,0,,,,,7,6,1,1,1,1,,,,,,,,,,,,,3,4,2,3,5,14,9,3,4,2,3,3,4,47,2,2,-1,0,-2,8,0,10,-1,5,5,3,5,1,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,619808428,,b8493dac-ddd1-4c52-a40b-fb8fae4a8bf7,N,0,0,0,0,1,2,APKN,0,0,,,,,6,7,,1,1,,,,,,,,,,,,,,4,5,5,5,4,1,7,2,2,1,2,2,3,13,2,2,-2,-4,0,3,-2,7,-2,8,1,3,1,2,5,-1,5,-1,,,0,0,0,0,0,0
,,,,M,,15,401,1,714339957,,088cb716-514c-4236-ae71-97847d0b41ae,N,0,0,0,0,2,3,WBRI,0,0,Y,Y,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,,,,,4,,2,3,5,16,12,6,5,5,6,7,7,64,3,3,1,3,2,17,0,19,1,21,1,6,7,5,5,1,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,819221773,,530dd500-29ba-4a8c-b217-f820960bd887,N,0,0,0,0,1,2,MWBC,0,0,,,Y,,10,7,1,1,1,1,1,1,1,,1,,,,,,,,5,5,5,4,4,6,4,4,3,1,4,3,3,36,3,3,-1,-1,0,9,-1,10,-3,8,2,1,1,3,2,-2,2,0,3,0,0,0,0,0,0,0
,,,,M,,15,401,1,774685604,,166ee857-0fce-4177-ba1a-26fec5e9c5aa,N,0,0,0,0,1,2,WBRI,0,0,,,Y,Y,10,8,1,1,1,1,1,,1,1,1,1,1,1,,1,1,,4,5,5,5,5,16,14,7,8,8,8,6,8,78,3,3,0,0,0,23,0,22,0,15,2,8,8,2,6,0,6,2,,,0,0,0,0,0,0
,,,,F,,15,401,1,629689359,,6b3b6aea-5c38-4091-ba0f-028db4f00f52,N,0,0,0,1,1,2,WBRI,0,0,Y,Y,Y,Y,8,8,1,1,1,1,1,1,1,1,1,1,,1,1,,,,4,5,4,4,4,17,16,5,5,5,7,5,6,67,3,3,1,1,1,17,0,18,0,16,1,2,7,5,5,0,5,0,5,1,0,0,0,0,0,0
,,,,M,,15,401,1,723000061,,d4f93d67-d67e-4b23-a0ae-93e21e750283,N,0,0,0,0,1,4,WBRI,0,0,,,,,9,8,1,1,1,,,,1,,1,1,,,,,,,4,5,3,3,4,10,14,4,3,2,7,4,4,48,2,3,0,-1,1,14,-1,15,0,8,8,1,2,0,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,813359110,,daeaef21-adc7-4f33-bdc4-e3edb1bc6ce2,N,0,0,0,0,1,4,APKN,0,0,,Y,Y,Y,10,11,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,5,2,5,5,5,13,17,8,7,6,9,8,6,78,3,3,1,0,1,23,1,24,1,22,1,7,7,5,6,1,6,1,6,1,0,0,0,0,0,0
,,,,M,,15,401,1,779359471,,c7468f17-1092-45c6-a334-814684e0fa12,N,0,0,0,0,2,2,APKN,0,0,,,Y,Y,8,8,1,1,1,,,,1,1,1,,,,1,,,,4,5,4,3,3,12,5,4,4,2,5,4,3,49,2,3,0,1,1,14,1,15,0,14,5,5,0,3,2,0,,,,,0,0,0,0,0,0
