candidate_number,forvus_index_number,surname,forename,gender,date_of_birth,age,pupil_inclusion_status_flag,pupil_included_in_progress_8_calculations,la_establishment_number,school_urn,upn,sen,has_the_pupil_been_eligible_for_fsm_in_the_last_6_years,is_the_pupil_looked_after,post_looked_after_arrangements,is_the_pupil_disadvantaged,eal_group,ks2_prior_band,students_ethnicity,did_the_pupil_join_within_the_last_2_yrs,took_english_bacc_9_4,took_english_bacc_9_5,took_english_and_maths_gcses_9_4,took_english_and_maths_gcses_9_5,entries,gcse_entries,entry_english_ebacc,entry_maths_ebacc,entry_science_ebacc,entry_humanities_ebacc,entry_language_ebacc,entry_all_ebacc,achieved_english_ebacc_9_4,achieved_english_ebacc_9_5,achieved_maths_ebacc_9_4,achieved_maths_ebacc_9_5,achieved_science_ebacc_at_grade_9_4,achieved_science_ebacc_at_grade_9_5,achieved_humanities_ebacc_at_grade_9_4,achieved_humanities_ebacc_at_grade_9_5,achieved_language_ebacc_at_grade_9_4,achieved_language_ebacc_at_grade_9_5,entry_triple_science,entry_multiple_languages,ks2_reading_level_finely_graded,ks2_mathematics_finely_graded,ks2_reading_ta_level,ks2_mathematics_ta_level,ks2_reading_ps,ks2_maths_ps,pupil_level_ebacc_average_point_score,point_score_in_english_ebacc_subject_area,point_score_in_maths_ebacc_subject_area,point_score_in_science_ebacc_subject_area,highest_point_score_achieved_in_humanities_ebacc_subject_area,highest_point_score_achieved_in_language_ebacc_subject_area,prior_attainment_score_in_english_and_mathematics,score_achieved_in_english,score_achieved_in_mathematics,score_achieved_in_1st_ebacc_slot,score_achieved_in_2nd_ebacc_slot,score_achieved_in_3rd_ebacc_slot,score_achieved_in_1st_open_slot,score_achieved_in_2nd_open_slot,score_achieved_in_3rd_open_slot,attainment_8_score,ebacc_slots_filled,open_slots_filled,pupils_adjusted_progress_8_score,pupils_unadjusted_progress_8_score,pupils_progress_8_score_has_been_adjusted_due_to_extreme_negative_score,progress_8_score_for_english,progress_8_score_for_mathematics,score_achieved_in_ebacc_slots,progress_8_score_for_ebacc_slots,score_achieved_in_open_slots,progress_8_score_for_open_slots,total_score_achieved_in_open_slots_gcses_only,total_score_achieved_in_open_slots_non_gcses_only,ks2_4_predicted_ps_for_ebacc_science_va,ebacc_science_va_score,ks2_4_predicted_ps_for_ebacc_humanities_va,ebacc_humanities_va_score,ks2_4_predicted_ps_for_ebacc_language_va,ebacc_language_va_score,pupil_level_english_pathway_flag,pupil_level_science_pathway_flag,maths_exclude_previous_school,english_exclude_previous_school,science_exclude_previous_school
,,,,M,,15,401,1,622297390,,020e6c95-ed47-41d6-bd73-c36e426928ab,N,0,0,0,0,1,3,APKN,0,Y,Y,Y,Y,9,10,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,,4,3,3,4,6,7,8,7,7,8,5,15,15,7,7,8,7,7,6,72,3,3,1,1,,1,1,23,1,21,1,22,1,5,1,5,1,5,0,0,0,0,0,0
,,,,M,,15,401,1,530673481,,5829552a-43ac-43d1-a619-469c72dcb458,E,0,0,0,0,1,2,MOTH,0,,,Y,,5,5,1,1,1,,,1,1,,1,,1,,,,,,,,,,6,4,3,3,2,2,3,4,0,1,3,2,5,2,2,1,4,2,1,26,2,2,0,0,,-2,0,5,0,6,-1,2,4,4,1,,,,,0,0,0,0,0
,,,,F,,15,401,1,696391441,,e8da70af-7924-4ec2-bf80-e27edbef4f6d,N,0,0,0,0,1,1,APKN,0,,Y,,,6,6,1,1,1,,,,1,,,,,,,,,,,,,,6,4,5,5,2,7,6,4,0,0,4,14,12,2,5,1,4,3,3,39,2,2,0,0,,1,0,7,0,12,0,8,4,5,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,572935552,,b240b78b-9e10-4571-abad-5bbdff4d99da,N,0,0,0,0,1,2,WBRI,0,,,Y,,6,7,1,1,1,1,,,1,,,,,,1,1,,,,,,,4,5,3,3,1,1,1,1,5,0,3,1,1,1,1,0,2,0,2,10,2,3,0,0,,-1,0,4,0,4,0,2,3,3,0,3,1,,,0,0,0,0,0
,,,,M,,15,401,1,783498875,,5432d771-6540-4e35-8846-c75a854f29cd,N,0,0,0,0,1,3,AIND,0,,Y,Y,,8,8,1,1,1,,1,,,1,1,,,1,1,1,,1,1,,,,4,5,5,5,4,6,8,7,2,5,5,15,17,7,7,7,5,7,6,63,2,3,-2,-2,,-2,-1,20,-1,17,-2,18,0,7,-1,,,5,0,0,0,0,0,0
,,,,M,,15,401,1,608719493,,6e4ff573-c08c-402c-81d6-d0f033f0dd43,K,0,0,0,0,2,2,WBRI,0,,,Y,,7,8,1,1,1,1,,,,,,,,,,,,,,,,,,4,4,4,1,8,4,2,5,0,4,13,6,3,3,3,4,5,5,32,3,3,0,0,,0,0,7,0,14,1,10,1,4,0,3,0,,,0,0,0,0,0
,,,,M,,15,401,1,678074746,,fe0dfb9a-d816-44c1-ad14-e014cf3056fd,K,0,0,0,0,1,3,WBRI,0,,Y,Y,Y,9,9,1,1,1,1,,,1,,1,1,1,1,1,1,,1,1,,,,5,6,4,4,6,7,7,7,5,0,5,14,15,8,8,5,6,7,6,76,2,3,0,0,,0,0,23,1,20,0,20,1,7,1,6,1,,,0,0,0,0,0
,,,,M,,15,401,1,747054880,,c5e96c46-9c57-4b5d-90ef-8b1b4a3f12fa,N,0,0,0,0,2,1,WBRI,0,,,,Y,7,8,1,1,1,,,,1,,1,1,1,1,,,,,,,,,,4,5,5,2,5,5,3,2,1,4,11,8,3,2,4,5,5,3,39,2,2,0,0,,-1,0,9,0,14,0,8,4,5,0,4,0,,,0,0,0,0,0
,,,,F,,15,401,1,539438427,,2f755646-6350-412c-9a82-40211cbe16fe,N,0,0,0,0,1,2,WBRI,0,Y,Y,Y,,4,4,1,1,1,,,,,,1,,1,,,,,,,,,,,4,2,1,0,3,1,0,0,0,3,5,1,0,0,0,2,2,2,8,2,2,-2,-2,,-1,-1,0,-3,5,-1,2,5,,,,,,,0,0,0,0,0
,,,,M,,15,401,1,754675975,,116a37f0-6eff-4295-a703-6a26794b8ddb,N,0,0,0,0,2,4,APKN,0,Y,Y,Y,,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,4,4,3,5,8,9,9,8,7,8,5,18,18,9,8,8,7,8,8,88,3,3,1,1,,2,1,27,1,23,0,23,1,7,1,5,-1,5,0,0,0,0,0,0
,,,,M,,15,401,1,705724731,,bc62b4aa-4946-4c2c-9265-5fe84afb3e97,N,1,0,0,1,1,3,WBRI,0,Y,Y,,,7,9,1,1,1,,1,1,1,,,,,,,,1,,,,,,,5,2,1,1,7,1,1,0,4,4,9,1,3,2,0,4,0,1,22,2,2,-2,-1,,0,-2,5,-2,8,-1,13,0,3,-2,,,,,0,0,0,0,0
,,,,F,,15,401,1,627587282,,ea4019b0-1692-482a-9b6f-a7583c433a1e,K,1,0,0,1,1,2,AIND,0,Y,Y,Y,Y,8,10,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,,,,5,5,5,5,4,8,7,4,3,9,5,14,13,5,3,2,5,6,5,53,2,3,1,1,,1,1,13,1,16,1,22,0,6,1,,,5,1,0,0,0,0,0
,,,,F,,15,401,1,569398714,,ee14cc0b-042a-4a57-a460-e705552134b2,E,0,0,0,0,1,2,APKN,0,Y,,Y,Y,6,8,1,1,1,,1,1,1,,1,1,,,,,1,1,1,,,,,,5,5,5,8,9,8,6,7,4,14,17,4,8,8,4,7,5,58,2,2,0,0,,-1,2,15,1,15,0,15,1,5,1,,,5,1,0,0,0,0,0
,,,,M,,15,401,1,744136216,,6846f149-afb6-425e-8104-fd036b618bd6,N,0,0,0,0,1,3,APKN,0,,,Y,,8,7,1,1,1,1,,,1,,1,,1,,1,,,,,,,,3,,4,4,3,1,5,4,2,1,4,2,10,4,3,2,5,2,4,40,3,3,0,0,,-1,0,12,0,14,0,3,8,4,0,5,-1,,,0,0,0,0,0
,,,,F,,15,401,1,682161234,,60f6e270-1f71-4e2b-b9c9-d05aca5eea2e,K,0,0,0,0,1,2,WBRI,0,Y,,,,6,8,1,1,1,1,1,1,1,,1,,1,1,1,,1,1,1,,,,4,4,3,4,3,5,5,6,3,5,4,10,9,5,5,5,6,3,4,51,3,3,2,2,,0,2,15,2,17,2,20,0,3,4,2,2,4,1,0,0,0,0,0
,,,,F,,15,401,1,771725404,,25961b56-c603-472c-94e5-6ee9d3ae7043,N,0,0,0,0,1,2,WBRI,0,Y,Y,Y,Y,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,5,5,9,4,8,8,9,8,5,16,18,10,8,8,8,8,8,88,3,3,2,2,,0,2,28,4,25,2,27,0,6,1,6,2,5,1,0,0,0,0,0
,,,,M,,15,401,1,562917898,,d8a1ad32-76c7-4b5a-97f7-64110cab7711,K,0,0,0,0,1,1,WBRI,0,Y,,,Y,6,8,1,1,,,1,1,1,1,,1,1,,,,1,1,1,,,,6,6,2,3,2,7,6,2,2,5,2,9,8,3,3,4,3,4,2,36,2,2,1,1,,2,0,9,1,9,0,3,2,,,,,,,0,0,0,0,0
,,,,M,,15,401,0,779244081,,17cd0002-e6ad-4f64-9eb1-06f1ec7a0215,N,0,0,0,0,2,3,REFU,0,Y,,Y,Y,8,9,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,,5,5,2,2,5,9,2,6,6,5,,17,4,7,7,5,6,5,1,59,2,2,,,,,,21,,13,,14,1,,,4,0,4,3,0,0,0,0,0
,,,,M,,15,401,1,781867609,,2be6883a-dde0-4023-9aad-8ef27f6a06eb,S,0,0,0,0,1,3,MWBC,0,Y,Y,,,8,7,1,1,1,,,,,,,1,,1,,,,1,,,,,4,5,3,4,4,2,5,5,2,1,5,6,11,4,4,1,4,3,4,41,2,3,-1,-1,,-2,0,11,-1,12,-1,8,3,6,-1,,,,,0,0,0,0,0
,,,,M,,15,401,1,782985006,,6fa8b6eb-d617-41fc-b27b-198ceb6a1b6d,N,0,0,0,0,1,3,AIND,0,,,Y,Y,8,8,1,1,1,1,,,1,,1,1,,1,1,1,,,,,,,3,4,5,4,5,5,4,4,8,0,5,12,8,4,4,4,8,5,5,62,2,2,0,0,,0,0,14,-1,20,0,16,5,6,0,6,0,,,0,0,0,0,0
,,,,F,,15,401,1,725180295,,8af6bc72-4c1a-4391-b49c-52971db677b3,N,0,0,0,0,1,3,APKN,0,,,,,8,8,1,1,1,1,,,,,1,1,1,,,,,,,,,,5,4,4,3,2,3,3,2,6,0,4,9,5,2,2,2,4,3,2,30,2,2,-1,-2,,-3,-1,5,-1,10,-2,5,5,2,-1,3,-1,,,0,0,0,0,0
,,,,F,,15,401,1,494412909,,96148407-a35a-4136-9db4-d23b7063dc85,N,0,0,0,0,1,2,APKN,0,,Y,,,7,9,1,1,1,,,1,1,1,1,,,1,1,1,,,1,,,,5,6,4,5,3,8,6,6,4,1,4,11,8,4,5,3,5,6,6,41,2,3,0,0,,1,0,11,0,16,1,9,3,5,0,,,,,0,0,0,0,0
,,,,F,,15,401,1,741729160,,78b00133-23d0-4e81-89e6-04e7519eeece,N,1,0,0,1,1,2,MWBA,0,,,Y,,10,8,1,1,1,1,1,,1,1,1,,1,1,1,1,,,,,,,5,6,5,5,5,6,2,6,5,2,5,14,6,8,4,4,8,7,8,68,3,3,1,1,,2,0,22,1,22,2,19,3,5,0,5,1,4,0,0,0,0,0,0
,,,,M,,15,401,1,760309871,,0ed4d79c-510e-497f-85e9-80d98145d4c5,K,0,0,0,0,1,3,WBRI,0,Y,Y,Y,,9,8,1,1,1,1,1,1,1,1,1,,1,,,1,,,1,,,,5,5,5,5,6,7,8,7,7,2,5,13,17,6,7,5,6,5,4,61,3,3,-1,0,,0,0,17,0,16,-1,21,1,6,-1,6,0,5,0,0,0,0,0,0
,,,,M,,15,401,1,727383670,,af87ad96-473d-46af-af0c-d83cb7f2f76d,N,1,0,0,0,2,1,WBRI,0,,,,,7,8,1,1,1,1,,,1,,1,,,,,,,,,1,,,5,5,5,5,4,6,8,7,2,3,5,12,15,5,7,6,5,4,4,49,3,3,0,0,,0,0,16,0,14,0,12,1,5,0,4,-1,5,1,0,0,0,0,0
,,,,M,,15,401,1,771949340,,213e0e7e-5bbf-485f-940d-7cd43a2af7f7,N,0,0,0,0,1,2,WBRI,0,,,,,9,8,1,1,1,1,,1,1,,,,,,,,,,,,,,,3,2,2,2,3,2,0,3,0,4,6,6,2,0,0,3,1,2,29,2,2,-1,-1,,-1,0,4,-2,9,-1,6,4,3,-1,3,-1,,,0,0,0,0,0
,,,,M,,15,401,1,627281179,,7904d7e1-170e-4628-9e23-c5812789a995,S,0,0,0,0,1,2,WBRI,0,,,,,4,6,1,1,1,,,,,,,,,,,,,,,,,,2,2,1,2,0,3,3,1,0,0,3,4,3,1,1,0,1,0,0,6,2,2,0,0,,0,0,2,0,0,-1,0,4,,,,,,,0,0,0,0,0
,,,,M,,15,401,1,715905391,,c06132c8-32d1-45ee-8604-039a8d45f819,N,0,0,0,0,1,2,WBRI,0,Y,Y,Y,Y,7,10,,1,1,1,,,1,,1,1,1,1,1,1,,1,1,,,,4,5,5,5,5,6,8,4,8,3,5,12,15,7,5,5,4,6,6,52,3,3,0,0,,0,0,21,1,16,0,16,0,4,1,4,2,,,0,0,0,0,0
,,,,M,,15,401,1,730500645,,1a86c231-1b44-4056-8309-7b6ecbe98090,N,0,0,0,0,2,3,WBRI,0,,,Y,Y,8,8,1,1,1,1,,,,1,1,1,1,1,1,1,,1,,,,,4,5,3,3,6,6,8,7,5,2,5,14,16,7,7,6,9,7,7,78,3,3,0,0,,0,0,22,0,25,1,24,2,,,,,,,0,0,0,0,0
,,,,M,,15,401,1,652072758,,ad46f830-0071-4a59-a415-603e7f301c9c,N,0,0,0,0,1,2,APKN,0,Y,Y,Y,Y,9,10,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,,,,,6,4,4,6,9,9,8,7,5,5,17,17,5,8,8,7,7,6,78,2,2,2,2,,1,3,19,1,21,1,17,2,,,,,6,2,0,0,0,0,0
,,,,F,,15,401,1,814852141,,150b0914-ed96-48b2-9ed6-9084db3ee911,N,0,0,0,0,1,3,APKN,0,,,,Y,9,7,1,1,1,1,1,,1,,,,,,,,,,,,,,4,6,2,2,4,1,1,4,1,1,4,5,5,6,3,3,4,3,4,43,3,3,-2,-2,,-3,-1,16,-1,11,-2,10,2,4,-1,,,,,0,0,0,0,0
,,,,F,,15,401,1,782314176,,d91eef2e-38d6-49cf-aa15-41fb981810c6,N,0,0,0,0,1,3,BCRB,0,Y,Y,Y,Y,8,9,1,1,1,1,1,1,1,1,,,,1,,,1,1,,,,,5,4,3,4,5,8,6,6,5,7,4,13,10,4,4,4,5,5,5,53,3,3,1,1,,1,0,13,0,16,0,12,4,4,0,4,0,4,-1,0,0,0,0,0
,,,,M,,15,401,1,793448571,,c51ea7dd-b509-409d-8dde-e5b1d3ecfe1d,N,0,0,0,0,1,4,WBRI,0,Y,,Y,Y,9,11,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,,,,2,5,4,4,7,9,8,7,8,0,5,16,15,9,8,7,8,8,7,82,3,3,0,0,,0,0,27,1,23,0,23,0,5,1,6,1,,,0,0,0,0,0
,,,,F,,15,401,1,815493007,,7e555c88-4871-4428-82a0-20b5c6a371b0,N,0,0,0,0,1,2,WBRI,0,,,,,8,6,1,1,1,1,1,,,,1,,,,,,1,1,,,,,4,6,4,4,6,3,4,3,1,3,4,9,10,7,3,2,6,5,3,63,3,3,0,0,,0,0,19,0,18,0,20,2,2,0,3,0,4,3,0,0,0,0,0
,,,,M,,15,401,1,642228665,,ab8b6e3a-8ff3-4572-be1f-7e12ab92a119,K,0,0,0,1,1,2,WBRI,0,Y,Y,,,7,10,1,1,1,,,,1,,,,,,,,,,,,,,6,,1,1,0,3,0,3,2,2,3,2,0,2,2,0,2,1,0,4,2,2,0,0,,0,-1,6,0,2,-1,2,2,3,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,752808808,,093eaecb-1e19-4339-91ae-d21105eb3eb2,N,1,0,0,1,1,1,WBRI,0,,,,,7,6,1,1,1,,,,1,1,,,1,1,,,,,,,,,4,4,5,4,2,5,5,4,0,2,4,8,9,3,2,1,5,5,3,40,2,2,0,0,,0,1,6,0,12,0,3,10,4,1,,,4,0,0,0,0,0,0
,,,,F,,15,401,1,703424971,,c402f520-8f6a-4dc8-b917-97e9ff58574c,N,0,0,0,0,1,2,APKN,0,,,Y,Y,6,9,1,1,1,1,1,,,,1,,,1,,,,,,1,,,,4,4,4,2,4,3,1,3,3,3,8,3,3,3,0,3,3,4,24,2,3,0,0,,0,0,9,0,8,0,11,0,2,0,3,-1,,,0,0,0,0,0
,,,,F,,15,401,1,705351407,,4fa93533-dfbd-4a54-aec4-0d30b5acb728,N,1,0,0,1,1,2,WBRI,0,,,Y,,7,8,1,1,1,1,,,1,,1,,,,1,,,,,,,,5,5,4,4,2,1,3,4,5,0,4,3,6,4,6,3,3,2,1,28,2,2,-1,-1,,-1,0,12,0,7,-1,7,1,4,0,4,0,,,0,0,0,0,0
,,,,M,,15,402,1,614458695,,a6a86ef3-4deb-4722-9bad-d45d6a3e52d8,K,0,0,0,0,1,3,MWBC,0,,,Y,Y,9,10,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,4,5,5,5,5,6,6,3,2,5,5,11,12,5,2,4,5,4,5,59,3,3,0,0,,0,0,15,0,15,0,10,1,5,0,,,5,0,0,0,0,0,0
,,,,M,,15,401,1,606876898,,d1155656-20ec-4359-8460-894e5ae3dc62,N,0,0,0,0,1,4,WBRI,0,Y,Y,Y,,8,8,,1,1,1,,,1,,1,,1,1,1,1,,1,1,,,,5,4,4,4,4,1,7,5,7,3,5,5,14,3,5,4,4,5,6,50,2,3,-2,-2,,-3,-1,11,-1,13,-1,16,0,,,,,,,0,0,0,0,0
,,,,M,,15,401,1,755084328,,3b5e5697-f526-44c8-8fc2-1ff34439f2c9,N,0,0,0,0,1,3,WBRI,0,Y,,Y,Y,8,8,1,1,1,1,1,1,1,1,1,,1,1,,,,,,,,,5,5,5,4,5,9,5,4,1,4,4,17,10,5,3,2,6,4,5,62,3,3,1,1,,4,0,16,0,17,1,15,5,5,1,3,-1,5,0,0,0,0,0,0
,,,,M,,15,401,0,779291798,,28e53fce-e391-4d22-bf51-8a4bf3c95784,N,0,0,0,0,1,3,APKN,0,,Y,Y,Y,9,8,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,,,,3,1,2,8,7,6,8,7,8,,15,13,8,8,7,8,6,2,79,3,2,,,,,,25,,19,,17,0,,,6,0,5,2,0,0,0,0,0
,,,,M,,15,401,1,563300187,,40793d87-e73f-4d18-9b92-b9f046656c22,N,0,0,0,0,2,3,APKN,0,,,Y,,6,7,1,1,1,1,1,,1,,1,,,1,,,1,1,,,,,5,4,4,4,3,4,4,4,4,4,4,9,7,4,5,3,4,4,4,41,2,2,0,0,,1,0,11,1,12,0,15,0,4,1,4,0,5,0,0,0,0,0,0
,,,,F,,15,401,1,819155114,,d284a5da-25c0-4a25-bde2-d87de9f9e435,N,0,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,,,5,5,5,5,7,7,7,7,7,5,5,14,15,8,7,7,9,8,8,79,3,3,0,0,,-1,1,25,0,25,1,17,8,6,0,6,0,5,1,0,0,0,0,0
,,,,F,,15,401,1,804360829,,438c34a1-fffc-4be0-8e5c-f6743b518970,K,1,0,0,1,1,3,APKN,0,,,,,7,6,1,1,1,,,,1,1,,,1,1,1,,,,1,,,,6,2,3,2,4,6,4,6,2,0,4,13,8,6,5,5,8,6,5,61,3,3,0,0,,1,0,18,0,20,1,17,6,4,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,664507088,,c8e347d4-0d2d-47a9-a9b4-7fb810cd1dc7,K,0,0,0,0,1,3,WBRI,0,Y,Y,,Y,8,10,1,1,1,1,1,1,1,,,1,,,,,1,1,1,,,,6,4,2,2,4,6,5,2,6,6,4,11,8,3,4,4,5,5,4,47,2,2,0,0,,0,0,10,0,15,0,8,2,,,,,,,0,0,0,0,0
,,,,F,,15,401,1,738156876,,2164953b-c09c-48dd-8696-f12609b6e9dc,N,0,0,0,0,1,4,APKN,0,,Y,Y,,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,5,4,5,8,8,9,8,8,8,5,16,17,10,8,8,10,8,8,88,3,3,3,3,,3,2,28,3,27,3,27,2,4,3,4,2,5,0,0,0,0,0,0
,,,,M,,15,401,1,716871436,,4a5a2898-7cd2-477e-bdc8-85bba5604ee5,N,0,0,0,0,1,2,WBRI,0,Y,,,,7,6,1,1,1,1,,1,1,,,,1,,1,1,,,,,,,5,5,3,3,3,1,3,2,4,0,4,4,7,2,0,1,4,2,3,32,3,3,0,0,,0,0,5,0,9,0,4,3,3,0,3,-1,,,0,0,0,0,0
,,,,F,,15,401,1,781691455,,e936130a-20a8-4018-8c79-3755c394188a,K,0,0,0,0,1,2,WBRI,0,Y,Y,Y,,7,6,1,1,1,1,,,1,1,1,1,1,,1,,,,,,,,5,6,4,3,3,4,4,0,2,0,4,7,8,2,0,0,6,3,2,31,2,3,-1,-1,,-1,0,5,-1,11,0,5,10,3,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,765538099,,6e99b4ca-8af9-4f36-b944-0dd35bbff23d,N,1,0,0,1,1,3,APKN,0,,,Y,Y,11,12,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,,,,5,5,5,5,7,8,7,6,5,7,5,16,13,8,7,8,8,7,5,80,3,3,0,0,,1,1,23,1,22,0,23,0,7,0,,,5,-1,0,0,0,0,0
,,,,M,,15,401,1,681447369,,ee4fa144-37e9-485e-8183-7b111d6288d1,N,1,0,0,1,2,3,WBRI,0,,,Y,,6,7,1,1,1,1,,,1,,,,,,,,,,,,,,5,3,5,5,4,7,8,7,7,0,5,13,15,4,8,5,5,6,3,51,3,2,-2,-2,,-2,-2,15,-3,16,-2,16,2,7,-3,6,-1,,,0,0,0,0,0
,,,,F,,15,401,1,772171937,,d39543c6-7d70-4cd0-b502-26604ad9ad20,N,1,0,0,1,1,3,WBRI,0,,,Y,,8,6,1,1,1,,,,,,,,,,,,,,,,,,4,3,2,2,2,4,1,2,0,1,4,10,3,4,1,0,6,4,2,38,2,2,0,0,,0,-1,6,-1,16,0,13,6,3,-1,,,,,0,0,0,0,0
,,,,M,,15,401,0,756007679,,2108fcab-770d-4828-9645-9755ccec34c7,N,0,0,0,0,1,4,APKN,0,,,Y,Y,7,7,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,,,,4,4,1,1,6,6,8,8,5,5,,15,17,8,7,7,5,7,4,73,3,2,,,,,,23,,16,,18,0,,,,,,,0,0,0,0,0
,,,,F,,15,401,1,788084068,,3bf04e61-e422-4a2c-b8c4-ed6824c3ca8a,N,0,0,0,0,2,3,APKN,0,Y,Y,Y,Y,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,4,6,3,4,7,6,7,7,6,4,5,12,15,7,8,7,8,8,8,76,3,3,1,1,,1,0,22,1,25,2,24,1,5,0,,,5,2,0,0,0,0,0
,,,,F,,15,401,1,584754182,,45f4126f-ecae-4870-a6b5-41db2c61016a,E,1,0,0,1,2,2,APKN,0,,,,,7,6,1,1,1,1,,,,,,,,,,,,,,,,,W,1,0,1,1,4,6,4,3,0,3,8,12,1,3,2,4,6,4,31,2,3,0,0,,0,0,3,-1,12,0,5,4,2,-1,,,,,0,0,0,0,0
,,,,M,,15,401,1,768962050,,0a66cd44-3efa-4360-a1b8-cbf13992dc74,N,0,0,0,0,1,2,WOTH,0,,,Y,Y,8,8,1,1,1,,1,,1,,1,,,,1,,,,,,,,4,5,5,5,2,3,6,5,2,3,5,6,10,4,5,5,6,6,6,39,3,3,0,0,,0,0,12,0,19,0,16,5,5,0,,,5,-1,0,0,0,0,0
,,,,F,,15,401,1,635869720,,60dcef3d-5baa-41e7-b3c7-7378cfff8c3f,N,0,0,0,0,1,2,WBRI,0,,,,,5,6,1,1,1,1,1,1,,,1,,,,1,,1,1,,,,,4,6,4,3,2,4,2,1,5,6,3,6,3,1,0,1,2,3,4,20,2,2,0,0,,1,-1,2,0,7,1,4,3,3,0,3,1,4,0,0,0,0,0,0
,,,,F,,15,401,1,701196366,,490d477d-7789-4a4e-9314-7eb14ef7b1ef,N,0,0,0,0,2,3,MOTH,0,,,Y,Y,8,11,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,,,,4,4,4,4,5,7,9,7,3,5,5,15,17,7,5,4,6,7,5,69,2,2,0,0,,-1,0,20,0,18,0,21,0,6,0,,,5,0,0,0,0,0,0
,,,,F,,15,401,1,768861078,,150b0914-ed96-48b2-9ed6-9084db3ee911,N,1,0,0,1,2,2,BCRB,0,,,Y,,8,8,1,1,1,1,1,,1,,1,,,,,,,,,,,,4,6,4,4,2,5,4,1,1,2,4,6,8,2,2,1,4,0,3,25,3,3,-1,-1,,0,0,5,-3,8,-1,3,7,4,-1,,,4,-1,0,0,0,0,0
,,,,M,,15,402,1,751889169,,1bb194ba-f210-4f8f-aacf-585591dfbf4c,N,0,0,0,0,2,2,WBRI,0,,,,,8,11,1,1,1,,,,1,,,,,,,,,,,,,,5,6,5,5,4,6,5,5,5,0,5,13,9,6,6,3,5,7,7,53,2,3,0,0,,0,0,16,0,17,0,23,0,5,0,,,,,0,0,0,0,0
,,,,F,,15,401,1,793860737,,e06b2f5f-e89f-48cb-bb1c-033fba3255c7,N,0,0,0,0,1,3,WBRI,0,,,Y,,9,10,1,1,1,1,1,,1,1,1,,1,,,,,,,,,,4,4,4,4,5,9,7,7,3,4,5,16,13,6,7,8,7,5,6,65,3,3,0,0,,1,1,22,0,19,0,23,2,6,0,,,6,-1,0,0,0,0,0
,,,,M,,15,401,1,528664685,,4dd33692-bc55-47a0-a26a-325cde2979ba,K,0,0,0,1,1,1,WBRI,0,,,,Y,6,7,1,1,1,1,,1,1,,,,,,1,,,,,,,,W,3,5,4,1,9,2,3,8,2,4,16,2,2,4,4,2,4,5,26,2,2,1,1,,2,-1,7,1,5,1,5,2,5,1,4,2,,,0,0,0,0,0
,,,,M,,15,401,1,646032051,,fac0d0ea-c2a2-47de-a78d-c17dcf435dbf,N,0,0,0,0,2,2,MWBC,0,,,,,7,8,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,3,3,1,6,2,0,3,4,4,9,3,0,1,1,1,0,0,10,2,2,-1,-1,,0,-1,1,-1,1,-1,1,1,,,3,0,,,0,0,0,0,0
,,,,M,,15,401,1,617135735,,4ee5660e-829d-4db1-b7ca-478c56db9bd1,K,1,0,0,1,1,1,WBRI,0,,,,,6,6,1,1,1,,1,,,,,,,,,,,,,,,,3,3,4,5,1,2,6,4,0,3,4,3,9,2,4,0,4,4,4,24,2,2,0,0,,-1,0,6,0,11,0,4,8,4,0,,,,,0,0,0,0,0
,,,,F,,15,401,1,785244950,,2ea50f3b-efcc-4df2-8c67-08a596c64b87,N,0,0,0,0,1,3,WBRI,0,Y,,Y,Y,10,9,1,1,1,1,,,1,,1,1,,1,1,1,,,1,,,,5,4,4,4,6,5,7,7,6,0,4,8,15,9,7,6,6,5,5,69,3,3,0,0,,0,1,24,1,17,0,17,3,3,0,4,0,,,0,0,0,0,0
