candidate_number,forvus_index_number,surname,forename,gender,date_of_birth,age,pupil_inclusion_status_flag,pupil_included_in_progress_8_calculations,la_establishment_number,school_urn,upn,sen,has_the_pupil_been_eligible_for_fsm_in_the_last_6_years,is_the_pupil_looked_after,is_the_pupil_disadvantaged,eal_group,ks2_prior_band,students_ethnicity,did_the_pupil_join_within_the_last_2_yrs,took_english_bacc_9_4,took_english_bacc_9_5,took_english_and_maths_gcses_9_4,took_english_and_maths_gcses_9_5,entries,gcse_entries,entry_english_ebacc,entry_maths_ebacc,entry_science_ebacc,entry_humanities_ebacc,entry_language_ebacc,entry_all_ebacc,achieved_english_ebacc_9_4,achieved_english_ebacc_9_5,achieved_maths_ebacc_9_4,achieved_maths_ebacc_9_5,achieved_science_ebacc_at_grade_9_4,achieved_science_ebacc_at_grade_9_5,achieved_humanities_ebacc_at_grade_9_4,achieved_humanities_ebacc_at_grade_9_5,achieved_language_ebacc_at_grade_9_4,achieved_language_ebacc_at_grade_9_5,entry_triple_science,entry_multiple_languages,ks2_reading_level_finely_graded,ks2_mathematics_finely_graded,ks2_reading_ta_level,ks2_mathematics_ta_level,ks2_reading_ps,ks2_maths_ps,pupil_level_ebacc_average_point_score,point_score_in_english_ebacc_subject_area,point_score_in_maths_ebacc_subject_area,point_score_in_science_ebacc_subject_area,highest_point_score_achieved_in_humanities_ebacc_subject_area,highest_point_score_achieved_in_language_ebacc_subject_area,prior_attainment_score_in_english_and_mathematics,score_achieved_in_english,score_achieved_in_mathematics,score_achieved_in_1st_ebacc_slot,score_achieved_in_2nd_ebacc_slot,score_achieved_in_3rd_ebacc_slot,score_achieved_in_1st_open_slot,score_achieved_in_2nd_open_slot,score_achieved_in_3rd_open_slot,attainment_8_score,ebacc_slots_filled,open_slots_filled,pupils_adjusted_progress_8_score,pupils_unadjusted_progress_8_score,pupils_progress_8_score_has_been_adjusted_due_to_extreme_negative_score,progress_8_score_for_english,progress_8_score_for_mathematics,score_achieved_in_ebacc_slots,progress_8_score_for_ebacc_slots,score_achieved_in_open_slots,progress_8_score_for_open_slots,total_score_achieved_in_open_slots_gcses_only,total_score_achieved_in_open_slots_non_gcses_only,ks2_4_predicted_ps_for_ebacc_science_va,ebacc_science_va_score,ks2_4_predicted_ps_for_ebacc_humanities_va,ebacc_humanities_va_score,ks2_4_predicted_ps_for_ebacc_language_va,ebacc_language_va_score,pupil_level_science_pathway_flag
,,,,F,,15,401,1,708195460,,d22d35b1-ecc9-45dd-aa70-bd4830f2c1f2,K,0,0,0,2,3,APKN,0,,,Y,Y,8,8,1,1,1,1,,,1,1,1,1,1,1,1,1,,,1,,5.368421053,5.909090909,4,6,2,3,4,5,4,5,4,0,4,14,12,5,3,4,5,5,4,66,3,3,1,1,,1,2,14,1,13,0,15,1,2,1,,,,,0
,,,,F,,15,401,1,789243674,,69464ced-9d95-4280-88d2-8d8e0305f60a,N,0,0,0,1,2,WBRI,0,,Y,Y,,9,6,1,1,1,1,,,1,1,1,,,,1,,,,1,,3.857142857,4.151515152,5,5,5,5,4,7,3,4,6,0,4,16,9,6,3,3,7,7,4,58,3,3,0,0,,1,0,17,0,17,0,7,5,3,-2,3,0,,,0
,,,,M,,15,401,1,736982311,,7640c543-1ead-4efa-9273-49ee97cf36b1,K,1,0,1,1,2,APKN,0,,Y,,,7,9,1,1,1,1,,,,,,,,1,,1,,,,,4.692307692,4.727272727,4,4,4,5,3,6,3,7,8,1,4,10,4,3,6,6,6,6,4,39,3,2,0,0,,0,-1,11,0,15,-1,16,0,5,1,5,0,,,0
,,,,M,,15,401,1,672503612,,ec490232-d471-47f3-b864-7d9504bae5b3,K,0,0,0,1,3,APKN,0,Y,Y,Y,Y,10,9,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,5.578947368,5.727272727,4,,3,3,6,7,8,6,5,4,5,13,17,6,7,7,8,8,7,76,2,3,0,0,,0,1,20,1,23,1,19,6,,,,,5,0,0
,,,,F,,15,401,1,776630916,,8f2864fa-7bd6-4d73-82bb-0d30b86027f3,N,1,0,1,2,3,WOTH,0,Y,Y,,Y,7,8,1,1,1,1,,,,1,,,,,,,,1,,,5.210526316,4.636363636,4,6,3,2,3,6,2,4,4,3,3,11,4,4,4,4,3,5,3,31,3,2,0,0,,0,0,11,0,13,0,8,5,2,1,3,0,,,0
,,,,F,,15,401,1,757228265,,695b3b4c-2918-427d-9e4e-6eff641e6ef7,N,1,0,1,1,3,APKN,0,,,Y,Y,8,6,1,1,1,1,1,,1,1,1,,1,1,1,1,,1,1,,4.846153846,4.606060606,5,4,5,5,6,5,4,7,3,2,5,13,12,7,7,3,6,3,3,71,2,3,1,1,,2,0,21,1,14,0,10,5,7,1,5,1,5,0,0
,,,,M,,15,401,1,713468740,,f33986bf-2337-42bd-b3d3-48ce285e0146,N,0,0,0,1,3,WBRI,0,,,,Y,5,7,1,1,1,1,,,,,,,,1,,,,,,,5.631578947,4.696969697,,3,2,1,1,4,5,1,2,1,4,4,7,1,1,1,2,1,1,12,2,2,-1,-1,,-1,-1,3,-1,4,-2,4,2,,,,,,,0
,,,,M,,15,401,0,825009340,,92aa1cd5-ace2-4437-a29f-2c36a9491e6c,N,0,0,0,1,4,AOTH,0,,,,Y,11,9,1,1,1,,,,1,,,1,1,,,,,,1,,,5.590909091,5,6,1,2,6,3,6,6,0,0,,9,16,9,6,4,6,5,6,71,3,3,,,,-1,1,25,0,19,,18,5,4,0,,,,,0
,,,,F,,15,401,1,742311789,,14dd7eb2-ee03-42b3-aaaf-f1e53277c697,N,1,0,1,1,3,WBRI,0,Y,Y,Y,Y,9,10,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,5.421052632,5.681818182,5,6,5,5,7,9,7,7,6,5,5,18,15,8,8,7,7,8,7,84,2,3,0,0,,1,0,25,0,23,0,25,0,7,0,7,0,7,0,0
,,,,M,,15,401,1,756431522,,a0cca5a3-e39f-4f9b-bbc0-d7ed11c5257c,N,0,0,0,2,1,WBRI,0,,,Y,,8,8,1,1,1,1,,1,1,,1,,,,1,1,,,,,3.714285714,3.5,4,4,5,4,1,4,3,1,3,1,5,6,4,1,0,0,1,2,3,22,2,2,-1,-1,,0,-1,1,-2,8,-1,4,0,6,-1,6,0,,,0
,,,,M,,15,401,1,795117813,,c877769f-f082-45f1-a86c-af587697b1e4,N,0,0,0,1,3,APKN,0,,,Y,Y,6,8,1,1,1,1,,,1,,1,1,,,1,,,,,,4.461538462,5.5,5,4,5,5,3,5,8,3,6,4,5,7,11,4,6,4,4,2,2,34,2,2,-1,-1,,-2,0,10,-1,11,-2,4,5,6,0,5,0,,,0
,,,,F,,15,401,1,801825041,,67d3bea5-46f3-46d4-b7cc-838c8275ab94,N,0,0,0,1,2,WBRI,0,Y,,Y,,9,10,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,4.923076923,4.454545455,4,,3,3,6,9,4,6,8,4,5,18,8,6,7,7,7,7,6,69,3,3,2,2,,4,0,19,2,20,2,21,0,5,1,5,2,5,1,0
,,,,M,,15,401,1,823380707,,c8ea3029-0ff9-4246-866f-8d8b4b9d3523,N,0,0,0,1,3,WBRI,0,,,Y,Y,11,9,1,1,1,,,,1,1,1,1,,,1,1,,,,,5.631578947,4.454545455,5,5,5,5,5,2,4,3,1,0,4,6,13,6,4,1,5,3,4,60,3,3,0,0,,2,0,20,0,11,1,9,3,2,0,3,1,4,0,0
,,,,M,,15,401,1,725008854,,88c2be3c-ec4c-42ff-a66e-a28562d56fda,N,1,0,1,1,3,APKN,0,Y,,,,8,8,1,1,1,1,,,,,,,,,,,,,1,,5.210526316,4.757575758,5,6,5,4,4,6,4,5,2,1,4,12,9,6,6,3,4,5,4,54,2,2,-1,-1,,0,0,17,0,17,-2,14,2,4,0,,,,,0
,,,,M,,15,401,1,706668482,,3d8639d8-915c-4b10-b9c7-9068aa7dceb6,N,0,0,0,2,4,MWAS,0,Y,Y,Y,Y,10,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.263157895,5.727272727,5,4,3,4,7,8,7,8,6,2,5,17,15,7,7,8,6,6,7,76,3,3,0,0,,0,0,23,0,22,0,19,6,7,0,7,0,,,0
,,,,F,,15,401,1,630981543,,3a6178f7-1265-49ee-9259-d1dfc4e683c6,N,0,0,0,2,2,WBRI,0,,,Y,Y,10,9,1,1,1,,1,,1,1,1,,1,1,,,1,1,1,,4.923076923,5.090909091,3,6,5,5,5,7,6,5,3,5,5,14,11,6,5,6,6,7,5,71,3,3,0,0,,0,1,16,0,20,0,15,5,6,1,,,5,2,0
,,,,M,,15,401,1,662431634,,2c579f3c-0f1a-4ef6-86ff-75651ac37d34,N,0,0,0,1,2,REFU,0,,,,Y,9,9,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,1,,5.315789474,4.181818182,5,4,5,4,6,4,6,5,3,2,4,10,14,6,5,3,6,2,3,66,3,3,0,0,,0,0,21,1,12,0,10,1,3,0,4,0,4,0,0
,,,,F,,15,401,1,737382522,,d43562ab-0895-4f0d-b23c-7d3bf8a1337e,N,0,0,0,2,2,APKN,0,,,Y,Y,8,9,1,1,1,1,1,,1,1,1,1,1,,1,,,,,,5.789473684,4,4,4,5,5,6,6,5,6,5,5,4,13,12,7,5,6,7,7,6,68,3,3,0,0,,1,0,21,0,19,0,22,2,3,0,3,0,4,2,0
,,,,M,,15,401,1,770659393,,c2f2fbde-2a50-4061-a8e7-2785502859fa,N,1,0,1,1,1,APKN,0,Y,,Y,Y,9,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.538461538,5.090909091,5,4,5,5,6,7,7,6,8,6,5,13,13,5,7,8,7,7,6,73,3,3,0,0,,0,0,18,1,22,0,24,0,6,0,6,0,6,0,0
,,,,M,,15,401,1,771925703,,db61cce9-8b65-4c3a-941c-d84fd42d243f,N,0,0,0,1,2,WBRI,0,,,,,7,6,1,1,1,1,,,,,1,,,,,,,,,,4.307692308,2.5,5,5,5,5,1,1,0,1,2,0,4,4,4,4,1,0,3,1,2,33,3,2,0,0,,-2,0,10,0,9,0,6,2,3,-1,3,-1,4,0,0
,,,,M,,15,401,1,778126125,,3e5849d3-13cb-4292-b8db-0b3b867f2990,N,0,0,0,2,2,WBRI,0,,Y,,,4,5,1,1,1,,,,,,,,,,,,,,,,4.923076923,4.606060606,4,4,5,5,1,6,3,2,0,0,5,11,4,0,2,1,6,2,0,23,2,1,-1,-1,,-1,0,2,-1,10,-1,7,2,5,0,,,,,0
,,,,M,,15,401,1,673327711,,e2b2a569-46bf-4ccd-a34d-af5100b98c6a,N,0,0,0,1,3,WBRI,0,Y,Y,Y,,8,10,1,1,1,,1,1,,1,1,,,,,,1,1,1,,5.157894737,5.227272727,,4,4,4,3,5,6,5,0,6,5,7,9,5,5,3,4,4,4,37,2,3,-1,-1,,-2,0,17,0,11,-1,9,1,6,0,,,5,1,0
,,,,M,,15,401,1,652139479,,4065748b-add3-42f9-8a91-8b1378eba21b,K,0,0,0,1,1,WBRI,0,Y,,,,4,6,1,1,1,,,,,,,,,,,,1,,,,5.4,3.392857143,,4,5,5,0,4,2,1,0,1,4,6,2,0,0,0,3,0,0,4,1,1,-1,-1,,0,-1,0,-2,2,-1,3,1,4,-2,3,-2,5,0,0
,,,,M,,15,401,1,727897159,,3993db5e-90b8-48d0-beaf-d3308a1fa34a,N,0,0,0,1,2,APKN,0,Y,Y,Y,Y,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,5.368421053,4.909090909,4,5,5,5,7,4,7,7,7,4,5,8,15,8,7,6,6,5,5,71,3,3,1,1,,1,1,23,2,13,1,12,1,5,1,5,1,4,1,0
,,,,F,,15,401,1,776993940,,e0e810eb-a82c-403d-90a4-3057630df680,N,0,0,0,1,4,WBRI,0,Y,Y,Y,Y,11,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.473684211,,2,5,3,3,8,9,9,8,9,7,5,17,18,9,9,8,8,8,7,89,3,3,1,1,,1,0,28,1,25,2,24,0,,,5,4,5,0,0
,,,,F,,15,401,1,586602341,,67f5f066-152f-4f43-a7fb-2b2d8f724180,N,0,0,0,1,2,AIND,0,,,Y,Y,10,11,1,1,1,1,,,1,1,1,1,1,1,,1,,,1,,4.923076923,5.863636364,4,5,5,4,5,9,7,8,6,0,4,16,12,7,6,7,8,7,6,67,3,3,1,1,,2,0,21,0,20,2,19,2,5,0,3,0,,,0
,,,,M,,15,401,1,732309533,,582cb6bd-711e-419f-983f-516b201ab14b,N,0,0,0,1,3,APKN,0,,,Y,Y,11,10,1,1,1,1,,,1,1,1,1,,,1,,,,1,,4.692307692,5.954545455,5,4,5,4,5,6,5,7,1,1,5,14,14,6,7,6,6,3,4,68,3,3,0,0,,0,1,17,0,13,0,14,1,5,0,5,0,5,0,0
,,,,M,,15,401,1,733312741,,f9bef9ab-0425-4b09-9731-8a17e9f8985a,N,0,0,0,1,3,MWAS,0,Y,Y,Y,Y,9,10,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.473684211,5.772727273,5,4,5,4,6,6,10,7,6,6,5,11,17,7,6,7,5,4,4,67,3,2,1,1,,1,1,20,2,14,0,10,0,6,3,7,3,5,0,0
,,,,M,,15,401,0,736706503,,905d2254-65d0-4239-bc09-242acce9839d,N,0,0,0,1,4,WBRI,0,Y,,Y,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,5.681818182,4,3,2,3,6,8,7,6,8,5,,15,14,7,8,8,8,6,7,74,3,3,,,,1,1,24,2,20,,19,2,,,6,1,5,-1,0
,,,,F,,15,401,1,801406095,,cd6e4914-8631-4fa8-a452-a63fb372e652,N,0,0,0,1,2,WBRI,0,,,Y,,10,10,1,1,1,1,1,1,1,,1,,1,,1,,,,,,5.578947368,4.666666667,5,5,5,4,4,4,5,4,5,5,4,9,12,7,5,5,4,5,5,56,3,3,1,1,,0,2,21,2,17,2,12,3,4,1,4,2,4,0,0
,,,,F,,15,401,1,753477598,,9ab6f8a8-82be-4f58-9889-3e3216ebc8d4,K,1,0,1,1,3,MOTH,0,,,Y,,7,7,1,1,1,,1,1,1,,1,,1,,1,,,,1,,4,5.181818182,4,5,4,3,2,6,4,1,1,4,4,10,6,3,2,1,5,4,2,31,2,2,0,0,,0,0,7,0,12,0,8,2,5,0,,,5,-2,0
,,,,M,,15,401,1,825288646,,71b82a47-9184-43f5-81e1-062a3bab2e70,N,0,0,0,2,3,WBRI,0,Y,Y,Y,Y,12,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.692307692,4.787878788,4,6,4,5,9,7,7,8,7,6,5,17,21,10,8,8,8,8,8,90,3,3,2,2,,2,1,28,2,26,2,26,10,5,0,4,0,5,0,0
,,,,M,,15,401,1,813600152,,18a3bded-1d48-4f6c-9fe6-22fd01ac2375,N,1,0,0,2,3,WOTH,0,,,Y,Y,10,8,1,1,1,,1,,1,1,1,1,1,1,,,1,1,,,4.923076923,4.666666667,4,5,4,3,7,7,6,7,1,5,5,15,16,7,6,7,5,5,5,70,3,3,0,0,,1,1,22,0,19,0,11,5,4,0,,,4,0,0
,,,,F,,15,401,1,787657026,,aca8a14c-532e-4ea4-a0be-e91e54036298,N,0,0,0,1,2,APKN,0,,Y,Y,Y,9,9,1,1,1,1,,,1,1,1,1,1,,1,1,,,,,5.105263158,5.454545455,5,4,4,3,7,6,9,7,6,1,5,12,19,9,7,5,4,6,6,71,3,3,1,1,,0,2,25,1,19,1,15,4,5,1,5,0,,,0
,,,,M,,15,401,0,776569406,,f72c418b-d999-4256-b444-3d51e70dd815,K,0,0,0,2,4,AIND,0,,Y,Y,Y,9,10,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,4,6,1,2,6,5,8,8,6,4,,8,15,7,6,8,6,4,4,66,3,3,,,,-2,0,22,1,18,,16,1,,,,,,,0
,,,,M,,15,401,1,740954424,,bcd74b5c-9f29-4878-9ddc-e55ad354381b,N,0,0,0,1,3,APKN,0,Y,Y,,Y,8,9,1,1,1,,1,,1,1,1,1,1,1,,,1,1,1,,5.526315789,5.636363636,4,5,3,3,6,4,7,7,2,3,4,9,14,5,8,6,7,5,2,62,2,2,0,0,,0,1,17,0,16,-1,13,3,5,0,,,5,0,0
,,,,F,,15,401,1,819466506,,30ef47dd-75df-4a35-8511-e0fe71b5834f,N,0,0,0,2,3,MWAS,0,,Y,Y,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.263157895,4.96969697,5,6,4,4,8,9,8,7,5,5,5,18,18,9,7,6,7,5,5,84,3,3,2,2,,4,1,26,1,19,1,16,2,6,1,6,2,6,1,0
,,,,M,,15,401,1,764267164,,6f6e4545-afb5-4cfb-bb10-cd69acb00e81,N,0,0,0,1,2,WOTH,0,,,,,5,6,1,1,1,1,1,1,,1,,,,1,,,,,,,5,4.272727273,5,,4,3,2,4,3,1,1,3,4,8,7,1,1,1,5,2,1,32,2,2,0,0,,0,0,3,-1,4,0,2,1,4,0,3,-1,4,-1,0
,,,,F,,15,401,1,791937629,,802404ac-c9b8-47a2-88fa-d4bf58743559,N,0,0,0,1,3,WBRI,0,,,,,10,10,1,1,1,1,,1,1,1,,,,,1,1,,,,,4.923076923,4.515151515,,3,3,3,4,5,4,4,9,1,5,11,10,5,5,6,6,6,5,54,3,3,0,0,,0,-1,18,-1,18,0,19,0,5,-2,5,0,,,0
,,,,F,,15,401,1,655735174,,0d3ad1aa-bfd7-491b-b114-b02296f31fdf,K,0,0,0,1,2,BCRB,0,Y,Y,Y,,9,10,1,1,1,1,1,1,,,1,,1,,1,1,1,1,1,,4.846153846,4.96969697,,5,5,5,3,5,3,5,8,4,5,10,5,5,5,6,7,8,5,49,2,2,0,0,,0,-2,16,0,20,0,21,1,6,-1,6,0,6,1,0
,,,,M,,15,401,1,673887656,,a4e2ea8e-77eb-4fcb-8899-cf8b7fa537ea,K,0,0,0,1,2,APKN,0,,,,Y,9,8,1,1,1,1,,,1,1,,1,,,,,,,1,,4.923076923,4.484848485,5,6,5,4,4,4,5,5,4,1,5,10,13,5,5,6,4,5,3,61,3,2,-1,-1,,-1,-1,15,-2,14,-2,16,0,5,-1,5,0,,,0
,,,,F,,15,401,1,714245843,,f1f0cbed-8b6d-4d4a-bfdf-4ff481bf15e7,N,0,0,0,1,4,WBRI,0,,,Y,Y,10,12,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,,5.421052632,5.818181818,5,4,4,4,7,9,10,6,2,10,5,17,20,8,6,7,8,8,6,82,3,3,1,1,,1,1,23,0,22,0,22,3,7,0,,,5,-1,0
,,,,M,,15,401,1,657373456,,5f7beba3-7050-435a-93d3-4f8f86b687c2,N,0,0,0,1,1,WBRI,0,Y,Y,Y,Y,9,10,1,1,1,1,1,1,1,,1,1,1,1,,1,,1,,,4.230769231,1.5,5,5,5,5,4,7,5,3,5,1,4,13,11,5,4,2,5,1,2,53,3,2,0,0,,0,0,15,0,14,0,19,0,4,0,4,-1,4,-1,0
,,,,M,,15,401,1,779970863,,5ad61a3d-af80-4915-985f-db2d818c54b7,K,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,5.473684211,5.181818182,6,5,4,4,7,8,7,8,7,5,5,16,14,7,5,7,7,4,4,69,3,2,1,1,,2,1,22,2,17,0,20,0,5,2,5,0,5,0,0
,,,,M,,15,401,1,716027644,,75ccd4de-9e2c-44d6-b112-e3b1b6af8206,N,0,0,0,1,3,WBRI,0,,,Y,Y,8,7,1,1,1,,,,1,,1,,1,1,,,,,,,5.368421053,5.409090909,,5,4,4,5,3,5,5,1,1,4,11,15,7,6,4,5,6,3,68,2,3,0,0,,-1,0,19,0,17,-1,21,0,4,0,,,,,0
,,,,F,,15,401,1,753259116,,54bdf865-7243-4fe7-bb4c-c42dbb3843c6,N,0,0,0,1,2,WBRI,0,,,Y,,5,7,1,1,1,1,,,,,,,,,,,,,,,3.428571429,4.727272727,4,5,5,5,1,0,1,0,6,0,4,1,3,2,0,0,2,0,1,16,2,2,-1,-1,,-1,-2,4,-1,6,-1,6,0,3,-2,3,0,,,0
,,,,F,,15,401,1,810238509,,fa8f8175-bf97-4d56-ab8a-023ca20e1dcf,N,0,0,1,1,3,WBRI,0,Y,Y,Y,,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.384615385,4.818181818,5,5,5,5,8,9,7,6,7,4,5,18,16,9,8,7,4,7,6,81,3,3,0,0,,0,0,26,1,20,0,18,3,7,0,6,0,5,0,0
,,,,F,,15,401,0,679024995,,62409647-3b7c-4c95-8077-67e29abb93b9,N,0,0,0,1,3,APKN,0,Y,,Y,,7,8,1,1,1,1,,,1,1,,,,1,1,1,,,1,,5.263157895,5.090909091,3,,2,1,5,7,6,5,9,1,,12,10,4,4,5,4,6,4,52,3,3,,,,0,0,14,0,15,,11,3,,,6,1,,,0
,,,,F,,15,401,1,692948820,,a0f3e444-b892-4fac-acf3-e0fe53a47002,N,1,0,0,1,3,WBRI,0,,,Y,,7,7,1,1,1,1,,,1,1,,,1,,,,,,,,4.923076923,4.606060606,5,5,4,3,1,5,2,2,2,0,4,10,4,1,1,4,3,2,2,28,3,3,-1,-1,,0,-3,3,-2,8,-1,4,2,5,-2,3,-2,,,0
,,,,M,,15,401,0,752524621,,71c4cba4-8e2a-49ce-a50d-ee088b4125f3,N,0,0,0,1,4,APKN,0,,,,Y,10,10,1,1,1,1,1,1,,,,1,1,1,1,1,,1,1,,5.368421053,,5,3,2,2,4,3,5,7,2,3,,8,11,6,6,5,4,6,3,65,2,2,,,,-2,0,18,0,17,,17,0,,,,,,,0
,,,,M,,15,401,1,805059363,,7d2d75e6-4022-45ac-a120-2cc7c45ff4a5,N,0,0,0,2,3,AIND,0,Y,Y,Y,,10,8,1,1,1,1,1,1,1,,1,,,,,,1,1,1,,5.578947368,5.409090909,4,4,2,2,6,6,3,4,3,6,4,13,11,5,5,5,7,6,3,63,3,2,0,0,,0,0,17,-1,19,-1,16,4,,,,,4,0,0
,,,,F,,15,401,1,696464829,,37a887bd-f678-42f8-97d1-50174f9b3fcd,N,1,0,1,1,4,WBRI,0,,,,Y,10,9,1,1,1,,1,,,,,1,,,,,,,1,,5.315789474,5.636363636,4,6,4,5,3,7,4,5,3,2,5,15,8,4,6,5,7,7,4,54,3,3,-2,-2,,-2,-2,14,-2,20,-2,20,2,6,-2,,,5,-1,0
,,,,M,,15,401,1,776903687,,cf7efe26-8c3c-4b94-aa94-b76997211f83,N,0,0,0,1,3,WBRI,0,,,,Y,7,5,1,1,1,1,,,1,,,,,,1,1,,,,,2.5,5,,5,4,4,3,6,3,4,5,1,4,13,6,1,1,1,4,4,2,34,2,2,0,0,,1,0,4,0,12,0,10,4,5,0,5,-1,,,0
,,,,M,,15,401,1,754874423,,ba1acf4a-64c2-4059-9964-648b4a0ee3a3,N,0,0,0,1,2,WBRI,0,Y,Y,,Y,9,8,1,1,1,1,,,,1,1,,1,1,1,1,1,1,1,,4.615384615,4.757575758,5,5,5,5,6,4,8,7,1,2,5,8,16,6,6,4,4,4,2,54,3,2,1,1,,0,2,21,1,12,1,6,6,5,1,5,0,5,1,0
,,,,M,,15,401,1,725907386,,50c065b6-8c8c-4c17-8aa3-2546e1057883,N,0,0,0,2,4,REFU,0,Y,,Y,Y,10,10,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,,4,5,4,5,6,7,8,7,6,6,5,14,16,8,7,5,7,8,6,71,3,3,0,0,,0,0,25,0,21,0,21,2,5,0,5,0,4,-1,0
,,,,M,,15,401,1,695917141,,da943a7d-d813-4c69-851c-43a5c637f2f0,N,0,0,0,1,2,AIND,0,,,Y,Y,5,6,1,1,,,,,1,,,,,,,,,,,,4.692307692,4.484848485,5,5,5,5,1,6,3,2,1,1,5,10,3,1,4,2,4,4,1,23,2,2,-2,-2,,-1,-2,3,-3,5,-2,4,1,6,-1,,,,,0
,,,,F,,15,402,1,804313145,,fded9cdb-bf34-4cbf-a5f7-76e51afa1efe,N,0,0,0,1,3,WBRI,0,,Y,Y,Y,12,10,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,5.105263158,5.727272727,4,5,4,5,8,8,6,6,7,5,5,16,16,9,7,8,8,8,8,85,3,3,1,1,,2,1,26,1,26,2,26,3,3,0,3,0,4,0,0
,,,,F,,15,401,1,760431987,,8bfe9a79-aaaa-462c-b77b-cab9f113c088,K,0,0,0,1,4,AOTH,0,,,Y,Y,10,8,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,,5.421052632,5.636363636,4,5,3,3,7,9,6,8,6,2,5,17,13,8,7,5,8,8,7,75,2,3,0,0,,0,0,24,0,24,0,25,3,6,0,,,,,0
,,,,F,,15,401,0,784870795,,f0a87fa2-0b43-4bd9-942c-380737313ed9,N,0,0,0,1,4,APKN,0,,,Y,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,4,6,3,2,8,7,9,8,5,5,,16,19,9,8,7,7,7,8,86,3,3,,,,1,0,27,0,23,,23,2,6,0,,,5,-2,0
,,,,F,,15,401,1,780544532,,e7593315-a7e5-4bb1-98de-4f42005f3774,N,0,0,0,1,2,APKN,0,,,,,6,4,1,1,1,1,,,1,,,,,,,1,,,,,5.473684211,5.318181818,5,,4,4,1,2,2,1,1,0,5,6,6,2,0,0,6,0,0,33,2,2,0,0,,-1,0,4,-1,6,0,2,8,5,-1,,,,,0
,,,,F,,15,401,1,804702458,,62f703d4-9327-4678-bea7-724da1271e7a,N,0,0,0,1,3,APKN,0,Y,Y,Y,Y,11,12,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.315789474,,5,5,5,5,8,9,7,8,3,10,5,18,15,10,8,7,8,8,8,86,2,3,0,0,,0,0,27,0,24,0,25,0,8,0,,,6,1,0
,,,,M,,15,401,1,781394421,,9b9861e8-12bf-47ea-8450-b59308881e7f,N,0,0,0,2,3,WOTH,0,Y,Y,Y,Y,10,9,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.421052632,5.727272727,5,4,4,5,7,8,8,7,3,7,4,17,16,10,7,6,8,8,8,81,3,3,2,1,,1,1,25,2,26,2,24,7,3,2,,,4,2,0
,,,,F,,15,401,1,789505638,,02b7cf18-e9e8-43d0-bc0c-823f95709df0,N,0,0,0,1,3,APKN,0,Y,Y,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.631578947,5.454545455,5,5,5,5,8,5,8,8,7,4,5,12,16,8,8,7,7,7,7,80,3,3,0,0,,0,0,24,0,23,0,26,0,7,0,7,0,6,1,0
,,,,F,,15,401,1,627191749,,dc6fb98a-0d68-4d9e-ac68-97bef7ddff77,K,0,0,0,1,2,WBRI,0,,,,,4,5,1,1,1,,,,,,,,,,,,,,,1,4.461538462,3.5,6,2,3,3,1,5,2,2,2,2,4,8,2,0,3,2,3,2,4,18,2,2,0,0,,0,0,2,-1,12,0,8,6,5,0,,,,,0
,,,,F,,15,401,1,786243287,,7337ac5e-0ba0-42f2-9858-12528f6418ab,N,0,0,0,1,2,APKN,0,Y,,,,9,8,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,,,4.923076923,4.575757576,4,6,3,3,7,6,4,6,7,5,3,13,11,7,7,7,6,7,6,70,3,3,1,1,,2,0,23,2,22,1,22,1,2,0,2,4,3,2,0
